Date_PANW,Open_PANW,High_PANW,Low_PANW,Close_PANW,Adj Close_PANW,Volume_PANW,Daily Return(%)_PANW,Vol5_PANW,Vol10_PANW,Vol20_PANW,Vol60_PANW,SMA5_PANW,SMA10_PANW,SMA30_PANW,SMA60_PANW,SMA100_PANW,EMA5_PANW,EMA10_PANW,EMA30_PANW,EMA60_PANW,EMA100_PANW,Short12_PANW,Long26_PANW,MACD_PANW,SIGNAL9_PANW,Ret5/10_PANW,Ret10/30_PANW,Ret30/60_PANW,Ret30/100_PANW,Emaret5/10_PANW,Emaret10/30_PANW,Emaret30/60_PANW,Emaret30/100_PANW,RetMACD_PANW,DayRange_PANW,average20r_PANW,PRVHI_PANW,HitLevel_PANW,hitlevel_2_PANW,hitlevel_1.8_PANW
2012-08-07,18.33333206176758,19.14666748046875,18.17333221435547,18.9333324432373,18.9333324432373,1097400,3.687471007204327,2.257400020549233,3.51697412881664,,,18.50999984741211,18.85399971008301,,,,18.59050230448647,18.59442763797866,,,,18.63623897845928,,,,-7.271128982879095,7.271128982879095,0.0,0.0,-7.271128982879095,-7.271128982879095,7.271128982879095,0.0,0.0,1.709999084472663,,,,,
2012-08-08,18.73333358764648,20.33333206176758,18.62333297729492,20.30999946594238,20.30999946594238,1511700,7.271128982879095,3.747688673441362,3.7242904756266,,,18.82666625976562,18.91999969482422,,,,19.16366802497178,18.90634978851752,,,,18.89374059191822,,,,-0.6564904464933462,0.6564904464933462,0.0,0.0,-0.6564904464933462,0.6564904464933462,0.6564904464933462,0.0,0.0,0.8666667938232386,,,,,
2012-08-09,20.33333206176758,20.81999969482422,19.95333290100098,20.44333267211914,20.44333267211914,878100,0.6564904464933462,3.273521924721523,3.703054267982421,,,19.24199943542481,18.96833305358887,,,,19.59022290735423,19.18580122189963,,,,19.13213937348759,,,,-0.01629938775131461,-0.01629938775131461,0.0,0.0,0.01629938775131461,-0.01629938775131461,-0.01629938775131461,0.0,0.0,1.159999847412109,,,,,
2012-08-10,20.33333206176758,21.32333374023438,20.16333389282227,20.44000053405762,20.44000053405762,855300,-0.01629938775131461,3.165301243014753,3.250704116600833,,,19.67733306884766,19.11233310699463,,,,19.87348211625536,19.41383746047381,,,,19.33334878280606,,,,2.28310745156487,2.28310745156487,0.0,0.0,-2.28310745156487,2.28310745156487,2.28310745156487,0.0,0.0,1.026666641235352,,,,,
2012-08-13,20.36666679382324,21.02666664123535,20.0,20.90666770935059,20.90666770935059,666000,2.28310745156487,2.896945069007099,2.898612767419316,,,20.20666656494141,19.36966667175293,,,,20.21787731395377,19.68526114208777,,,,19.5753978484283,,,,-4.655621257508963,-4.655621257508963,0.0,0.0,4.655621257508963,-4.655621257508963,-4.655621257508963,0.0,0.0,1.676666259765629,,,,,
2012-08-14,21.37666702270508,21.45333290100098,19.77666664123535,19.9333324432373,19.9333324432373,1421100,-4.655621257508963,4.302681608239445,3.301134967540722,,,20.40666656494141,19.45833320617676,,,,20.12302902371495,19.73036501502405,,,,19.63046470916814,,,,4.899669470501196,4.899669470501196,0.0,0.0,-4.899669470501196,4.899669470501196,4.899669470501196,0.0,0.0,1.733333587646488,,,,,
2012-08-15,19.86666679382324,20.96666717529297,19.23333358764648,20.90999984741211,20.90999984741211,761400,4.899669470501196,3.5113735977599,3.468844623477806,,,20.52666664123535,19.67666645050049,,,,20.385352631614,19.94484407545824,,,,19.82731626889798,,,,6.009890482977877,6.009890482977877,0.0,0.0,-6.009890482977877,6.009890482977877,6.009890482977877,0.0,0.0,1.680000305175781,,,,,
2012-08-16,21.16666793823242,22.3033332824707,20.62333297729492,22.16666793823242,22.16666793823242,1115400,6.009890482977877,4.257128553011942,3.589925952045329,,,20.87133369445801,20.05666656494141,,,,20.97912440048681,20.34881205050809,,,,20.18721652571867,,,,1.187965497011732,1.187965497011732,0.0,0.0,-1.187965497011732,1.187965497011732,1.187965497011732,0.0,0.0,1.219999313354492,1.299000358581544,22.3033332824707,,,
2012-08-17,22.36666679382324,22.83333206176758,21.61333274841309,22.43000030517578,22.43000030517578,1153800,1.187965497011732,4.168603638842581,3.494914620381938,3.916281288389877,,21.26933364868164,20.47333335876465,,,,21.4627497020498,20.72720991499313,,,,20.53226018409669,,,,-2.704710462270537,-2.704710462270537,0.0,0.0,2.704710462270537,-2.704710462270537,-2.704710462270537,0.0,0.0,0.7266654968261719,1.287000274658204,22.83333206176758,19.4455324935913,19.70533256530761,19.96513263702392
2012-08-20,22.26000022888184,22.38333320617676,21.65666770935059,21.82333374023438,21.82333374023438,810000,-2.704710462270537,4.637857092700971,3.770803025485627,3.897045323473824,,21.4526668548584,20.8296667098999,,,,21.58294438144466,20.92650515594608,,,,20.73088688504095,,,,-1.756529092849042,-1.756529092849042,0.0,0.0,1.756529092849042,-1.756529092849042,-1.756529092849042,0.0,0.0,1.05000114440918,1.264833545684815,22.38333320617676,20.00193145751953,20.25933151245117,20.51673156738281
2012-08-21,21.82666778564453,22.14333343505859,21.09333229064941,21.44000053405762,21.44000053405762,742800,-1.756529092849042,3.881851595669634,3.869644046550342,3.637513080499522,,21.75400047302246,21.08033351898193,,,,21.53529643231565,21.01986795196636,,,,20.83998129258197,,,,-1.663565594242725,-1.663565594242725,0.0,0.0,1.663565594242725,-1.663565594242725,-1.663565594242725,0.0,0.0,0.6833324432373082,1.237333393096925,22.14333343505859,19.60069940567017,19.85366611480713,20.10663282394409
2012-08-22,21.68666648864746,21.72333335876465,21.04000091552734,21.08333206176758,21.08333206176758,373800,-1.663565594242725,3.552043835862155,3.337092003332188,3.44172283057941,,21.78866691589355,21.15766677856445,,,,21.38464164213296,21.03140688102113,,,,20.87741987245668,,,,1.407116759959374,1.407116759959374,0.0,0.0,-1.407116759959374,1.407116759959374,1.407116759959374,0.0,0.0,0.7933349609375,1.214166831970216,21.72333335876465,19.42119997024535,19.66866664886474,19.91613332748413
2012-08-23,21.0666675567627,21.62666702270508,20.83333206176758,21.3799991607666,21.3799991607666,645900,1.407116759959374,1.87535026621187,3.351313348445165,3.438884209429753,,21.63133316040039,21.2513334274292,,,,21.38309414834418,21.0947872955203,,,,20.9547397629659,,,,0.9822310573643599,0.9822310573643599,0.0,0.0,-0.9822310573643599,0.9822310573643599,0.9822310573643599,0.0,0.0,0.8400001525878871,1.191500186920167,21.62666702270508,19.05216632843017,19.29499969482422,19.53783306121826
2012-08-24,21.14999961853027,21.92333221435547,21.08333206176758,21.59000015258789,21.59000015258789,608700,0.9822310573643599,1.824988407867463,3.349125565036846,3.213597125264928,,21.46333312988282,21.36633338928223,,,,21.45206281642542,21.18482599680532,,,,21.05247213060006,19.87602549332839,1.176446637271667,,-1.667441444220682,-1.667441444220682,0.0,0.0,1.667441444220682,-1.667441444220682,-1.667441444220682,0.0,0.0,1.073333740234382,1.196166896820069,21.92333221435547,19.00536661148071,19.24366664886475,19.48196668624878
2012-08-27,21.6833324432373,21.9466667175293,20.87333297729492,21.22999954223633,21.22999954223633,531000,-1.667441444220682,1.590748039519349,3.361370116902897,3.111756592024286,,21.3446662902832,21.3986665725708,,,,21.37804172502906,21.19303936870186,,,,21.07978404008256,19.97631986732157,1.103464172760994,,-0.3297206610153563,0.3297206610153563,0.0,0.0,-0.3297206610153563,0.3297206610153563,0.3297206610153563,0.0,0.0,0.5,1.13900022506714,21.9466667175293,19.29176504135132,19.53099842071533,19.77023180007934
2012-08-28,21.23333358764648,21.46999931335449,20.96999931335449,21.29999923706055,21.29999923706055,312600,0.3297206610153563,1.459999044219685,2.898367294156499,3.025144843382537,,21.31666603088379,21.53533325195313,,,,21.35202756237289,21.21248661749435,,,,21.11366330115609,20.07437019100594,1.039293110150158,,-1.298913420159172,1.298913420159172,0.0,0.0,-1.298913420159172,1.298913420159172,1.298913420159172,0.0,0.0,0.6666679382324183,1.112666893005372,21.46999931335449,19.44086622238159,19.66866626739502,19.89646631240845
2012-08-29,21.40666770935059,21.70000076293945,21.03333282470703,21.57666778564453,21.57666778564453,486000,1.298913420159172,1.266491225595872,2.517654546055031,2.979795695420143,,21.41533317565918,21.60200004577637,,,,21.42690763679677,21.27870137533984,,,,21.18489476030816,20.1856514943125,0.9992432659956627,,2.008346955567665,-2.008346955567665,0.0,0.0,2.008346955567665,-2.008346955567665,-2.008346955567665,0.0,0.0,1.133333206176758,1.057166862487794,21.70000076293945,19.02213214874267,19.24466552734375,19.46719890594482
2012-08-30,21.56999969482422,22.22333335876465,21.09000015258789,21.14333343505859,21.14333343505859,689700,-2.008346955567665,1.52869844890954,1.633773886057986,2.983915424742754,,21.36800003051758,21.49966659545898,20.06755542755127,,,21.33238290288405,21.25408902256143,20.06755542755127,,,21.17850071026977,20.25659089733072,0.9219098129390417,,-1.497709197022802,1.497709197022802,1.497709197022802,0.0,-1.497709197022802,1.497709197022802,1.497709197022802,1.497709197022802,0.0,0.4933338165283203,1.037666797637941,22.22333335876465,19.3742336654663,19.58566703796386,19.79710041046142
2012-08-31,21.49333381652832,21.52666664123535,21.03333282470703,21.45999908447266,21.45999908447266,276900,1.497709197022802,1.64259437337184,1.670989834321291,2.971826478033963,,21.34199981689453,21.40266647338867,20.19255542755127,,,21.37492163008025,21.29152721563619,20.15739050219136,,,21.22180815245483,20.34573224452642,0.8760759079284028,,-9.055613524577762,9.055613524577762,9.055613524577762,0.0,-9.055613524577762,9.055613524577762,9.055613524577762,9.055613524577762,0.0,2.126667022705071,1.106666851043701,21.52666664123535,19.94046640396118,20.14799976348877,20.35553312301635
2012-09-04,21.76666641235352,23.42666625976562,21.29999923706055,23.40333366394043,23.40333366394043,2303400,9.055613524577762,4.16461735823446,3.267115395255286,3.48112244449276,,21.77666664123535,21.56066646575928,20.40033321380615,,,22.05105897470031,21.67549202441878,20.36680619004614,,,21.55742746191415,20.57222123855709,0.9852062233570571,,-0.2991095336161686,-0.2991095336161686,-0.2991095336161686,0.0,0.2991095336161686,-0.2991095336161686,-0.2991095336161686,-0.2991095336161686,0.0,1.16333198547364,1.11616668701172,23.42666625976562,19.09199956893921,19.31333293914795,19.53466630935669
2012-09-05,24.20333290100098,24.20333290100098,23.04000091552734,23.33333206176758,23.33333206176758,1419000,-0.2991095336161686,4.237829795491572,3.174185579254653,3.45151550955046,,22.18333320617676,21.74999961853027,20.56144428253174,,,22.47848333705607,21.97691748575492,20.55819495596365,,,21.83064355419929,20.77674796620231,1.05389558799698,,2.014291055640656,2.014291055640656,2.014291055640656,0.0,-2.014291055640656,2.014291055640656,2.014291055640656,2.014291055640656,0.0,0.5400009155273402,1.057666778564453,24.20333290100098,20.97109954833984,21.19433288574218,21.41756622314453
2012-09-06,23.56999969482422,24.0,23.45999908447266,23.8033332824707,23.8033332824707,674400,2.014291055640656,4.224138849934353,3.055879579467633,3.143701670327697,,22.62866630554199,22.02199974060058,20.69988873799642,,,22.92009998552761,22.30899308515779,20.76755871896411,,,22.13413428162566,21.00093947111108,1.133194810514581,1.032081058768283,-0.9382440522694192,-0.9382440522694192,-0.9382440522694192,0.0,0.9382440522694192,-0.9382440522694192,-0.9382440522694192,-0.9382440522694192,-0.9382440522694192,0.9533329010009801,1.06200008392334,24.0,21.87646598815918,22.08799934387207,22.29953269958497
2012-09-07,24.0533332824707,24.07333374023438,23.1200008392334,23.57999992370605,23.57999992370605,1769700,-0.9382440522694192,3.987463066165995,3.132467608936353,3.168793637620801,,23.11599960327148,22.24199981689453,20.82055543263753,,,23.1400666315871,22.54008523762111,20.94900653862488,,,22.35657514963803,21.19198098611811,1.164594163519915,1.058583679718609,1.427769362237781,1.427769362237781,1.427769362237781,0.0,-1.427769362237781,1.427769362237781,1.427769362237781,1.427769362237781,1.427769362237781,0.4900016784667898,1.028500175476074,24.07333374023438,21.66359981536865,21.87599983215332,22.08839984893799
2012-09-10,23.83666610717773,24.20000076293945,23.70999908447266,23.91666793823242,23.91666793823242,4154700,1.427769362237781,3.990953383068193,3.134934994717558,3.166557809074819,,23.60733337402344,22.47466659545898,20.98444436391195,,,23.39893373380221,22.79037300136862,21.14046856440601,,,22.5965894248064,21.39380964923769,1.202779775568704,1.087422898888628,-7.177702093479166,-7.177702093479166,-7.177702093479166,0.0,7.177702093479166,-7.177702093479166,-7.177702093479166,-7.177702093479166,-7.177702093479166,1.803335189819339,1.067333602905274,24.20000076293945,21.81063335418701,22.01633338928223,22.22203342437744
2012-09-11,22.25,23.24666786193848,21.44333267211914,22.20000076293945,22.20000076293945,9077400,-7.177702093479166,3.661930269403009,4.027089502989332,3.613906757439908,,23.36666679382324,22.5716667175293,21.11333332061768,,,22.99928941018129,22.68303259438149,21.20882548044043,,,22.53557578451917,21.4535275095119,1.082048275007274,1.086347974112358,-2.612612179159469,-2.612612179159469,-2.612612179159469,0.0,2.612612179159469,-2.612612179159469,-2.612612179159469,-2.612612179159469,2.612612179159469,1.166667938232418,1.041833686828613,23.24666786193848,21.85186683654785,22.0653335571289,22.27880027770995
2012-09-12,22.55999946594238,22.75,21.58333206176758,21.6200008392334,21.6200008392334,2067300,-2.612612179159469,3.69806486901582,4.148208864248501,3.491412750100026,,23.0240005493164,22.60366687774658,21.19911111195882,,,22.53952655319866,22.48975409344547,21.2353529229432,,,22.39471810062905,21.46585886726904,0.9288592333600079,1.054850225961888,4.810356002814972,4.810356002814972,4.810356002814972,0.0,-4.810356002814972,4.810356002814972,4.810356002814972,4.810356002814972,-4.810356002814972,1.160001754760739,1.013167095184326,22.75,20.95463375091553,21.16300048828125,21.37136722564698
2012-09-13,21.58333206176758,22.74333381652832,21.58333206176758,22.65999984741211,22.65999984741211,2302500,4.810356002814972,4.48248547781302,4.390673089319868,3.485493005434969,,22.79533386230468,22.71200008392334,21.33022219340006,,,22.57968431793648,22.52070786689395,21.32726562774765,,,22.43553067705722,21.55431375468705,0.8812169223701645,1.020123565243543,-1.456310352728206,-1.456310352728206,-1.456310352728206,0.0,1.456310352728206,-1.456310352728206,-1.456310352728206,-1.456310352728206,1.456310352728206,0.6966667175292898,0.9640004158020012,22.74333381652832,20.52103239059448,20.72366580963135,20.92629922866821
2012-09-14,22.86333274841309,22.98999977111816,22.29333305358887,22.32999992370605,22.32999992370605,1274100,-1.456310352728206,4.489627680619533,4.357904436518452,3.251747148835651,,22.54533386230469,22.83066673278809,21.46233329772949,,,22.49645618652633,22.48603369540524,21.39195816297077,,,22.41929517654165,21.6117719894292,0.8075231871124551,0.9776034896173256,-1.373342270168546,1.373342270168546,1.373342270168546,0.0,-1.373342270168546,1.373342270168546,1.373342270168546,1.373342270168546,-1.373342270168546,0.4666671752929688,0.926333808898925,22.98999977111816,20.62253290176392,20.81533298492432,21.00813306808472
2012-09-17,22.23999977111816,22.65999984741211,22.19333267211914,22.63666725158691,22.63666725158691,445200,1.373342270168546,4.482324698184224,4.355336608183377,3.25531470646456,,22.28933372497558,22.94833354949951,21.60811112721761,,,22.54319320821319,22.513421614711,21.47226197513956,,,22.45273703424093,21.68769015699644,0.7650468772444903,0.9350921671427586,-1.870117229053635,1.870117229053635,1.870117229053635,0.0,-1.870117229053635,1.870117229053635,1.870117229053635,1.870117229053635,-1.870117229053635,1.10666656494141,0.945333862304687,22.65999984741211,20.95206539154053,21.13733215332031,21.32259891510009
2012-09-18,22.33666610717773,23.44333267211914,22.33666610717773,23.05999946594238,23.05999946594238,1297500,1.870117229053635,2.928038599502206,3.265253937881015,3.208581407637429,,22.46133346557617,22.91400012969971,21.7681111017863,,,22.71546196078959,22.61279940584397,21.57469665196555,,,22.54616202373346,21.78934269839984,0.7568193253336197,0.8994375987809309,1.7056874970482,-1.7056874970482,-1.7056874970482,0.0,1.7056874970482,-1.7056874970482,-1.7056874970482,-1.7056874970482,1.7056874970482,0.4933338165283203,0.917500495910644,23.44333267211914,20.5802653503418,20.76933212280274,20.95839889526367
2012-09-19,22.98666763305664,22.99333381652832,22.5,22.66666793823242,22.66666793823242,1174500,-1.7056874970482,2.681751573492076,3.304895999299461,3.206865676812065,,22.67066688537598,22.84733371734619,21.89255561828613,,,22.69919728660387,22.62259368446005,21.64514641236986,,,22.56470139519484,21.85432975320225,0.7103716419925838,0.8616244074232615,4.338244587491845,-4.338244587491845,-4.338244587491845,0.0,4.338244587491845,-4.338244587491845,-4.338244587491845,-4.338244587491845,4.338244587491845,0.9233322143554688,0.929500484466552,22.99333381652832,21.42483158111573,21.60833168029785,21.79183177947998
2012-09-20,22.22999954223633,22.46999931335449,21.54666709899902,21.6833324432373,21.6833324432373,775500,-4.338244587491845,2.530313371257556,3.431651796884519,3.346952504550354,,22.47533340454101,22.63533363342285,21.93833338419596,,,22.36057567214834,22.45181891332864,21.64761002726454,,,22.42910617181676,21.84166328579744,0.5874428860193142,0.8067881031424721,1.583392642935245,-1.583392642935245,-1.583392642935245,0.0,1.583392642935245,1.583392642935245,-1.583392642935245,-1.583392642935245,1.583392642935245,1.086664199829102,0.9441669464111321,22.46999931335449,20.9484327507019,21.13433284759522,21.32023294448853
2012-09-21,21.8166675567627,21.83333206176758,20.74666786193848,21.34000015258789,21.34000015258789,1576200,-1.583392642935245,2.538534063870717,3.439035142198225,3.356651727117632,,22.27733345031738,22.41133365631104,21.96822230021159,,,22.02038383229486,22.24967004773941,21.62776422889831,,,22.2615513996277,21.80450305370784,0.4570483459198549,0.7368401516979487,-0.9996866371012568,0.9996866371012568,0.9996866371012568,0.0,-0.9996866371012568,-0.9996866371012568,0.9996866371012568,0.9996866371012568,-0.9996866371012568,0.8133335113525391,0.9428336143493647,21.83333206176758,20.39283203125,20.58166542053223,20.77049880981445
2012-09-24,21.32666778564453,21.61666679382324,20.8033332824707,21.5533332824707,21.5533332824707,914100,0.9996866371012568,2.460019261805312,3.408829142829265,3.356910876241588,,22.06066665649414,22.17500019073486,22.00533339182536,,,21.86470031568681,22.1230633631451,21.62296223235459,,,22.15259476621893,21.78589788546806,0.3666968807508724,0.6628114975085335,0.757812681136879,-0.757812681136879,-0.757812681136879,0.0,0.757812681136879,0.757812681136879,-0.757812681136879,-0.757812681136879,0.757812681136879,0.8033332824706996,0.9293335914611806,21.61666679382324,19.75909811019898,19.94766483306885,20.13623155593872
2012-09-25,21.79999923706055,22.1833324432373,21.3799991607666,21.38999938964844,21.38999938964844,1135800,-0.757812681136879,1.930125968207695,2.627285393575356,3.33860760419549,,21.72666664123535,22.09400005340576,22.02144444783529,,,21.70646667367402,21.98977900432753,21.60793237153484,,,22.0352724005927,21.7565720709629,0.2787003296297996,0.5859892639327867,1.433694888412522,-1.433694888412522,-1.433694888412522,0.0,1.433694888412522,1.433694888412522,-1.433694888412522,-1.433694888412522,1.433694888412522,0.4733333587646484,0.928000259399413,22.1833324432373,19.57213289260864,19.75799961090088,19.94386632919311
2012-09-26,21.32333374023438,21.32333374023438,20.85000038146973,21.08333206176758,21.08333206176758,1178100,-1.433694888412522,1.925900790588612,2.538945672873271,3.355187832001032,,21.40999946594238,22.04033317565918,22.05977776845296,,,21.49875513637188,21.82497046931663,21.57408719025954,,,21.88882004077345,21.70670244065213,0.1821176001213196,0.5052149311704933,-2.877479093497602,-2.877479093497602,2.877479093497602,0.0,-2.877479093497602,-2.877479093497602,2.877479093497602,2.877479093497602,-2.877479093497602,0.620000839233402,0.9256669044494622,21.32333374023438,20.14173187255859,20.32733192443848,20.51293197631836
2012-09-27,21.33333206176758,21.74333381652832,21.12333297729492,21.69000053405762,21.69000053405762,1128300,2.877479093497602,1.8982927206525,2.158294964511043,3.405496754040079,,21.41133308410645,21.94333324432373,22.08577779134115,,,21.56250360226713,21.80043048108772,21.58156547050458,,,21.85823242435563,21.70546526238588,0.1527671619697593,0.4347253773303466,5.378828536221199,5.378828536221199,-5.378828536221199,0.0,5.378828536221199,5.378828536221199,-5.378828536221199,-5.378828536221199,5.378828536221199,1.3466682434082,0.9363336563110343,21.74333381652832,19.28686655044556,19.47199993133545,19.65713331222535
2012-09-28,21.66666793823242,21.77000045776367,20.42333221435547,20.5233325958252,20.5233325958252,3195000,-5.378828536221199,3.086782926313612,2.6653588886648,3.592576328390716,,21.2479995727539,21.76266651153564,22.03099994659424,,,21.21611326678649,21.56823086558544,21.51329238181559,,,21.65286321996633,21.61789987967768,0.03496334028865888,0.3547729699220091,1.575435331353157,1.575435331353157,-1.575435331353157,0.0,1.575435331353157,1.575435331353157,-1.575435331353157,-1.575435331353157,1.575435331353157,0.9833335876464879,0.9608336448669427,21.77000045776367,19.68339977264404,19.87066650390625,20.05793323516846
2012-10-01,20.53666687011719,21.06333351135254,20.07999992370605,20.20000076293945,20.20000076293945,1191600,-1.575435331353157,2.93535100757042,2.558214747991396,3.586911296536814,,20.97733306884766,21.5189998626709,21.9566666285197,,,20.87740909883748,21.31946175601344,21.42856389027519,,,21.42934591888528,21.51287031547485,-0.08352439658957067,0.2671134966196931,-2.310233453798447,-2.310233453798447,2.310233453798447,0.0,-2.310233453798447,-2.310233453798447,-2.310233453798447,2.310233453798447,-2.310233453798447,0.8066654205322301,0.8948335647583006,21.06333351135254,19.6561664390564,19.84833316802978,20.04049989700317
2012-10-02,20.54999923706055,20.79999923706055,19.99333381652832,20.66666793823242,20.66666793823242,1106700,2.310233453798447,3.355518712647897,2.618124054008148,2.92227203207762,,20.83266677856446,21.2796667098999,21.91811110178629,,,20.80716204530246,21.20077197096234,21.37940931272405,,,21.31201084493868,21.45018865790133,-0.1381778129626525,0.186055234703224,-6.225797823887656,-6.225797823887656,6.225797823887656,0.0,-6.225797823887656,-6.225797823887656,-6.225797823887656,6.225797823887656,-6.225797823887656,1.35666656494141,0.904500293731689,20.79999923706055,19.09469966888428,19.27366638183594,19.4526330947876
2012-10-03,20.95000076293945,22.07333374023438,20.71666717529297,21.95333290100098,21.95333290100098,2493300,6.225797823887656,4.466946387574023,3.464800216596898,3.295515060706592,,21.00666694641113,21.20833320617676,21.93522218068441,,,21.18921899720197,21.33760123096937,21.41643664099998,,,21.41067577664057,21.48745860183464,-0.07678282519406565,0.1334876227237661,0.1518349166267661,0.1518349166267661,-0.1518349166267661,0.0,0.1518349166267661,0.1518349166267661,0.1518349166267661,-0.1518349166267661,0.1518349166267661,0.4733333587646413,0.9011669158935541,22.07333374023438,18.81009859085083,18.99099864959717,19.17189870834351
2012-10-04,21.94000053405762,21.98999977111816,21.51666641235352,21.92000007629395,21.92000007629395,528900,-0.1518349166267661,4.333752488174634,3.157283879960351,3.252411231035941,,21.0526668548584,21.23199996948242,21.96311111450195,,,21.43281269023263,21.44349193011929,21.44892460456733,,,21.48903336120263,21.51949871105385,-0.03046534985121951,0.100697028208769,5.717756084394291,5.717756084394291,-5.717756084394291,0.0,5.717756084394291,5.717756084394291,5.717756084394291,-5.717756084394291,5.717756084394291,1.579999923706048,0.9325002670288075,21.98999977111816,20.09076652526856,20.27099990844727,20.45123329162598
2012-10-05,21.75,21.87333297729492,20.29333305358887,20.66666793823242,20.66666793823242,2291700,-5.717756084394291,4.445713209448108,3.643246605388645,3.465675425894988,,21.08133392333984,21.16466674804688,21.93933340708415,,,21.17743110623256,21.30225120432167,21.39845643254572,,,21.3625156038226,21.45632606121523,-0.09381045739262817,0.06179553108848954,-0.1128996502723022,-0.1128996502723022,0.1128996502723022,0.0,-0.1128996502723022,-0.1128996502723022,-0.1128996502723022,0.1128996502723022,-0.1128996502723022,0.4633331298828196,0.931166839599609,21.87333297729492,19.93849918365478,20.12499923706055,20.31149929046631
