Date_AMAT,Open_AMAT,High_AMAT,Low_AMAT,Close_AMAT,Adj Close_AMAT,Volume_AMAT,Daily Return(%)_AMAT,Vol5_AMAT,Vol10_AMAT,Vol20_AMAT,Vol60_AMAT,SMA5_AMAT,SMA10_AMAT,SMA30_AMAT,SMA60_AMAT,SMA100_AMAT,EMA5_AMAT,EMA10_AMAT,EMA30_AMAT,EMA60_AMAT,EMA100_AMAT,Short12_AMAT,Long26_AMAT,MACD_AMAT,SIGNAL9_AMAT,Ret5/10_AMAT,Ret10/30_AMAT,Ret30/60_AMAT,Ret30/100_AMAT,Emaret5/10_AMAT,Emaret10/30_AMAT,Emaret30/60_AMAT,Emaret30/100_AMAT,RetMACD_AMAT,DayRange_AMAT,average20r_AMAT,PRVHI_AMAT,HitLevel_AMAT,hitlevel_2_AMAT,hitlevel_1.8_AMAT,Hit?_AMAT,Hit?_AMAT.1,Hit?_AMAT.2,HitAt_2.2_AMAT,HitAt_2.0_AMAT,HitAt_1.8_AMAT,ExitPr_2.2_AMAT,ExitPr_2.0_AMAT,ExitPr_1.8_AMAT,ret_2.2_AMAT,Ret2.0_AMAT,Ret_1.8_AMAT
2011-01-27,15.44999980926514,16.14999961853027,15.44999980926514,16.10000038146973,13.17091274261475,24319000,4.13971760506845,1.878652162320444,2.7299357651560716,,,15.46200008392334,15.235999965667725,,,,15.555252774654221,15.202084817166938,,,,15.056510414202934,,,,-2.049688918553523,-2.049688918553523,0.0,0.0,2.049688918553523,-2.049688918553523,-2.049688918553523,0.0,0.0,0.5799999237060494,,,,,,,,,,,,,,,,,
2011-01-28,16.20000076293945,16.25,15.67000007629395,15.77000045776367,12.90095329284668,24074100,-2.049688918553523,2.3603292252316628,2.899737476757404,,,15.614000129699708,15.389000034332279,,,,15.626835335690705,15.305342206366344,,,,15.166278113212279,,,,-0.5072978760820795,-0.5072978760820795,0.0,0.0,0.5072978760820795,-0.5072978760820795,-0.5072978760820795,0.0,0.0,0.5099992752075213,,,,,,,,,,,,,,,,,
2011-01-31,15.86999988555908,16.1299991607666,15.61999988555908,15.6899995803833,12.83550453186035,24068000,-0.5072978760820795,2.291201667566087,1.7968585661122634,,,15.67800006866455,15.426000022888184,,,,15.64789008392157,15.375279910733063,,,,15.246850646623205,,,,3.3779461258483994,3.3779461258483994,0.0,0.0,-3.3779461258483994,3.3779461258483994,3.3779461258483994,0.0,0.0,0.5800008773803675,0.36199994087219195,16.1299991607666,,,,,,,,,,,,,,,
2011-02-01,15.80000019073486,16.27000045776367,15.6899995803833,16.21999931335449,13.26908111572266,21935800,3.3779461258483994,2.6075415726876594,2.0004442057416325,2.2944744723211663,,15.847999954223633,15.527999973297119,,,,15.83859316039921,15.52886525666423,,,,15.396565826120327,,,,0.8014862738508692,0.8014862738508692,0.0,0.0,-0.8014862738508692,0.8014862738508692,0.8014862738508692,0.0,0.0,0.37000083923339844,0.3709999561309808,16.27000045776367,15.33359929084778,15.405999279022218,15.478399267196655,,,,,,,,,,0.0,0.0,0.0
2011-02-02,16.15999984741211,16.52000045776367,16.14999961853027,16.35000038146973,13.37543296813965,22846900,0.8014862738508692,2.5984722892450534,1.993716655860966,2.2713164145530476,,16.026000022888184,15.640000057220458,,,,16.009062234089384,15.67816255208341,,,,15.54324806540485,,,,-1.284409705942843,-1.284409705942843,0.0,0.0,1.284409705942843,-1.284409705942843,-1.284409705942843,0.0,0.0,0.3500003814697301,0.3779999732971189,16.52000045776367,15.45380055427551,15.528000545501706,15.602200536727903,,,,,,,,,,0.0,0.0,0.0
2011-02-03,16.34000015258789,16.34000015258789,15.98999977111816,16.13999938964844,13.20363235473633,20212200,-1.284409705942843,2.129455958286374,2.011649461640211,2.2600688935722353,,16.033999824523924,15.747999954223634,,,,16.05270795260907,15.762132886186142,,,,15.635055961442326,,,,2.1685278482364496,2.1685278482364496,0.0,0.0,-2.1685278482364496,2.1685278482364496,2.1685278482364496,0.0,0.0,0.4799995422363317,0.3869999408721919,16.34000015258789,15.688400516510006,15.764000511169431,15.839600505828855,,,,,,,,,,0.0,0.0,0.0
2011-02-04,16.15999984741211,16.5,16.02000045776367,16.48999977111816,13.48995971679688,15018800,2.1685278482364496,1.9046380930216302,2.0227046226342478,2.2799758920873594,,16.177999687194824,15.895999908447266,,,,16.1984718921121,15.894472319810145,,,,15.76658577831553,,,,-0.6064304600226116,-0.6064304600226116,0.0,0.0,0.6064304600226116,-0.6064304600226116,-0.6064304600226116,0.0,0.0,0.39999961853028054,0.3949999332427979,16.5,15.488600282669069,15.566000270843507,15.643400259017945,,,,,,,,,,0.0,0.0,0.0
2011-02-07,16.52000045776367,16.67000007629395,16.27000045776367,16.38999938964844,13.40815162658691,15425000,-0.6064304600226116,1.9235186258147765,2.0089242873799047,2.303160833888164,,16.317999649047852,15.9979998588562,,,,16.262314391290882,15.984568150689835,,,,15.86249556467444,,,,-1.403291951197962,-1.403291951197962,0.0,0.0,1.403291951197962,-1.403291951197962,-1.403291951197962,0.0,0.0,0.3600006103515625,0.4,16.67000007629395,15.631000146865844,15.710000133514404,15.789000120162964,,,,,,,,,,0.0,0.0,0.0
2011-02-08,16.38999938964844,16.43000030517578,16.06999969482422,16.15999984741211,13.21999931335449,16694100,-1.403291951197962,1.525661928202176,2.1069665660269843,2.3052954400579027,,16.305999755859375,16.076999855041503,,,,16.228209543331293,16.016464822821156,,,,15.90826545432639,15.127692295954777,0.7805731583716131,,-1.7945542363323117,-1.7945542363323117,0.0,0.0,1.7945542363323117,-1.7945542363323117,-1.7945542363323117,0.0,0.0,0.32999992370606,0.403499984741211,16.43000030517578,15.790000076293948,15.870000076293948,15.950000076293948,,,,,,,,,,0.0,0.0,0.0
2011-02-09,16.09000015258789,16.10000038146973,15.77000045776367,15.86999988555908,12.98275661468506,20651800,-1.7945542363323117,1.5971981164220073,2.2298647512862857,2.350890640683936,,16.209999656677248,16.117999839782716,,,,16.10880632407389,15.98983483422805,,,,15.902378443746805,15.182678043332874,0.7197004004139309,,1.5753053275180346,1.5753053275180346,0.0,0.0,-1.5753053275180346,1.5753053275180346,1.5753053275180346,0.0,0.0,0.4799995422363317,0.41599993705749566,16.10000038146973,15.542300338745116,15.623000335693359,15.703700332641601,,,,,,,,,,0.0,0.0,0.0
2011-02-10,15.76000022888184,16.13999938964844,15.65999984741211,16.1200008392334,13.18727493286133,19010900,1.5753053275180346,1.784711484463635,1.852775384393662,2.356160491907338,,16.20599994659424,16.119999885559082,,,,16.11253782912706,16.013501380592658,,,,15.935858812283204,15.252109361547728,0.6837494507354762,,-0.6823858847689125,-0.6823858847689125,0.0,0.0,0.6823858847689125,-0.6823858847689125,-0.6823858847689125,0.0,0.0,0.25,0.42149991989135815,16.13999938964844,15.18480051994324,15.268000507354738,15.351200494766237,,,,,,,,,,0.0,0.0,0.0
2011-02-11,16.04000091552734,16.14999961853027,15.89999961853027,16.01000022888184,13.09728717803955,12939900,-0.6823858847689125,1.3047459835274895,1.7287295626107793,2.368701255576,,16.11000003814697,16.1439998626709,,,,16.07835862904532,16.012864807554326,,,,15.94726518406761,15.308249425794699,0.6390157582729117,,-1.186761594886498,1.186761594886498,0.0,0.0,-1.186761594886498,1.186761594886498,1.186761594886498,0.0,0.0,0.23999977111815873,0.39599990844726607,16.14999961853027,15.212699565887453,15.296999549865724,15.381299533843997,,,,,,,,,,0.0,0.0,0.0
2011-02-14,16.01000022888184,16.21999931335449,15.97999954223633,16.20000076293945,13.25271892547607,12982800,1.186761594886498,1.5244043919416153,1.7385597857541648,1.721292848256706,,16.072000312805176,16.194999980926514,15.2506667137146,,,16.11890600701003,16.04688952671526,15.2506667137146,,,15.986147580817125,15.374305080398015,0.6118425004191099,,0.49382666628674493,-0.49382666628674493,-0.49382666628674493,0.0,0.49382666628674493,-0.49382666628674493,-0.49382666628674493,-0.49382666628674493,0.0,0.20999908447264914,0.38849983215332007,16.21999931335449,15.278799819946284,15.357999801635739,15.437199783325191,,,,,,,,,,0.0,0.0,0.0
2011-02-15,16.19000053405762,16.21999931335449,16.01000022888184,16.1200008392334,13.18727493286133,12138900,-0.49382666628674493,1.3974279060546742,1.3793367335876867,1.7129584750108788,,16.064000511169432,16.185000133514404,15.31933339436849,,,16.119270951084488,16.060182492627646,15.306752786328715,,,16.006740389804243,15.42954180327471,0.5771985865295335,,-1.4267960934378556,1.4267960934378556,1.4267960934378556,0.0,-1.4267960934378556,1.4267960934378556,1.4267960934378556,1.4267960934378556,0.0,0.4300003051757777,0.39699983596801697,16.21999931335449,15.365299682617184,15.442999649047849,15.520699615478513,,,,,,,,,,0.0,0.0,0.0
2011-02-16,16.21999931335449,16.56999969482422,16.13999938964844,16.35000038146973,13.37543296813965,18176100,1.4267960934378556,1.097729447282613,1.4354259637875764,1.7307448920904636,,16.160000610351563,16.185000133514404,15.39866673151652,,,16.1961807612129,16.112876654235297,15.374059082789426,,,16.059549619291243,15.497723920178045,0.5618256991131982,,-0.4281326800674139,0.4281326800674139,0.4281326800674139,0.0,-0.4281326800674139,0.4281326800674139,0.4281326800674139,0.4281326800674139,0.0,0.36000061035155895,0.38899989128112694,16.56999969482422,15.346599674224851,15.425999641418455,15.505399608612057,,,,,,,,,,0.0,0.0,0.0
2011-02-17,16.30999946594238,16.54000091552734,16.18000030517578,16.42000007629395,13.43269729614258,13520600,0.4281326800674139,0.9540651893033685,1.3643337468059316,1.6950526455329151,,16.22000045776367,16.213000202178954,15.487333393096923,,,16.270787199573252,16.168717276427778,15.441539146886493,,,16.1150035357532,15.566040672482927,0.5489628632702725,,0.3045020513290081,0.3045020513290081,0.3045020513290081,0.0,-0.3045020513290081,0.3045020513290081,0.3045020513290081,0.3045020513290081,0.0,0.22999954223633168,0.389499902725219,16.54000091552734,15.71419993400574,15.791999912261964,15.869799890518191,,,,,,,,,,0.0,0.0,0.0
2011-02-18,16.48999977111816,16.5,16.27000045776367,16.46999931335449,13.47359943389893,12380200,0.3045020513290081,0.7643356534297571,1.1770176305897404,1.6856109027831956,,16.312000274658203,16.211000156402587,15.573333358764648,,,16.33719123750033,16.22349582859627,15.50789141569088,,,16.169618270768783,15.633000571806747,0.5366176989620364,0.6288317906764536,-4.9180297493127485,-4.9180297493127485,-4.9180297493127485,0.0,4.9180297493127485,-4.9180297493127485,-4.9180297493127485,-4.9180297493127485,4.9180297493127485,0.6500005722045881,0.40199995040893494,16.5,15.683101129531858,15.761001110076903,15.838901090621945,,,,,,,,,,0.0,0.0,0.0
2011-02-22,16.26000022888184,16.27000045776367,15.61999988555908,15.65999984741211,12.8109655380249,25417700,-4.9180297493127485,2.4812795655680864,1.9544176425516133,2.009782989403666,,16.204000091552736,16.138000202178954,15.630000019073487,,,16.11146077413759,16.121042013835513,15.517704862898702,,,16.09121543640622,15.635000518147883,0.45621491825833616,0.5943084161928301,-0.1277107553271403,-0.1277107553271403,-0.1277107553271403,0.0,0.1277107553271403,0.1277107553271403,-0.1277107553271403,-0.1277107553271403,0.1277107553271403,0.5900011062621999,0.4180000305175774,16.27000045776367,15.615600109100344,15.69600009918213,15.776400089263918,,1.0,1.0,,15.69600009918213,15.776400089263918,,15.65999984741211,15.65999984741211,0.0,-0.22935940075521002,-0.7378124362542033
2011-02-23,15.81999969482422,16.04000091552734,15.44999980926514,15.64000034332275,12.794602394104,24399900,-0.1277107553271403,2.4924353613413097,1.9257643378491147,2.010362845022369,,16.107999992370605,16.08600025177002,15.692333348592122,,,15.954307297199312,16.033579891924102,15.525594893893802,,,16.021797729777994,15.635370875568244,0.3864268542097502,0.5527321037962142,1.2148310499520947,1.2148310499520947,1.2148310499520947,0.0,-1.2148310499520947,-1.2148310499520947,1.2148310499520947,1.2148310499520947,-1.2148310499520947,0.34999942779541016,0.42250003814697185,16.04000091552734,15.350400390624998,15.434000396728514,15.517600402832029,,,1.0,,,15.517600402832029,,,15.64000034332275,0.0,0.0,0.788781366404969
2011-02-24,15.6899995803833,15.86999988555908,15.52000045776367,15.82999992370605,12.95003509521484,18660300,1.2148310499520947,2.4512904239852524,1.9029123700861352,2.023141138280602,,16.00399990081787,16.082000255584717,15.750666681925455,,,15.912871506034893,15.996565352248092,15.545233928075238,,,15.992290374997696,15.64978784209697,0.34250253290072585,0.5106861896171165,-1.8319704164562962,1.8319704164562962,1.8319704164562962,0.0,-1.8319704164562962,-1.8319704164562962,1.8319704164562962,1.8319704164562962,-1.8319704164562962,0.439999580383299,0.4095000267028803,15.86999988555908,15.110500831604002,15.195000839233396,15.27950084686279,,,,,,,,,,0.0,0.0,0.0
2011-02-25,16.10000038146973,16.14999961853027,15.71000003814697,16.1200008392334,13.18727493286133,20071400,1.8319704164562962,2.671785680850784,1.9282120613177942,1.840445785071742,,15.944000053405762,16.082000255584717,15.812666702270509,,,15.981914617101062,16.0190081680636,15.58231566427899,,,16.011938138726265,15.684618434477446,0.3273197042488185,0.47401289254345697,-1.9230735099460772,1.9230735099460772,1.9230735099460772,0.0,-1.9230735099460772,-1.9230735099460772,1.9230735099460772,1.9230735099460772,-1.9230735099460772,0.41000175476073863,0.40100011825561477,16.14999961853027,14.969099826812743,15.05099983215332,15.132899837493895,,,,,,,,,,0.0,0.0,0.0
2011-02-28,16.1299991607666,16.54000091552734,16.1299991607666,16.43000030517578,13.49949741363525,26338800,1.9230735099460772,2.860608211020435,1.99796026976875,1.8192998469490793,,15.93600025177002,16.12400026321411,15.885666720072429,,,16.131276513125968,16.093734011174906,15.637004995949752,,,16.076255395103114,15.739831906381028,0.3364234887220867,0.44649501177918294,1.3998754593076737,-1.3998754593076737,-1.3998754593076737,0.0,1.3998754593076737,-1.3998754593076737,-1.3998754593076737,-1.3998754593076737,1.3998754593076737,0.5900001525878906,0.40500016212463325,16.54000091552734,15.267799358367917,15.34799938201904,15.428199405670163,,,,,,,,,,0.0,0.0,0.0
2011-03-01,16.54999923706055,16.75,16.15999984741211,16.20000076293945,13.31052112579346,34048400,-1.3998754593076737,1.4262041198703732,2.034293377790502,1.8488160653449317,,16.04400043487549,16.12400026321411,15.915000089009602,,,16.15418459639713,16.11305523876846,15.673327303497475,,,16.095293144001012,15.773918488348318,0.3213746556526935,0.4214709405538851,-1.3580203888495432,1.3580203888495432,1.3580203888495432,0.0,-1.3580203888495432,1.3580203888495432,1.3580203888495432,1.3580203888495432,-1.3580203888495432,0.3499984741210902,0.3935000419616694,16.75,15.649000558853148,15.730000591278074,15.811000623703,,,,,,,,,,0.0,0.0,0.0
2011-03-02,16.1200008392334,16.46999931335449,16.1200008392334,16.42000007629395,13.49127864837646,19128000,1.3580203888495432,1.3671993683142845,2.066458249171808,1.7150538648142235,,16.200000381469724,16.154000186920165,15.955666764577229,,,16.242789756362736,16.16886339104582,15.721499740452087,,,16.145248056661465,15.821776383751699,0.32347167290976664,0.40187108702506147,2.618759459061061,2.618759459061061,2.618759459061061,0.0,-2.618759459061061,2.618759459061061,2.618759459061061,2.618759459061061,-2.618759459061061,0.44000053405762074,0.3970000267028805,16.46999931335449,15.884299907684328,15.962999916076662,16.041699924468993,,,,,,,,,,0.0,0.0,0.0
2011-03-03,16.48999977111816,16.93000030517578,16.48999977111816,16.85000038146973,13.84458637237549,17570800,2.618759459061061,1.557031247372094,2.176275994733045,1.801504856724254,,16.40400047302246,16.204000186920165,16.009666792551677,,,16.445193298065067,16.292706480213806,15.794306233420969,,,16.253671491247353,15.897941124323404,0.35573036692394844,0.3926429430048389,-0.7121711365975141,-0.7121711365975141,-0.7121711365975141,0.0,0.7121711365975141,-0.7121711365975141,-0.7121711365975141,-0.7121711365975141,0.7121711365975141,0.2900009155273473,0.3940000534057614,16.93000030517578,15.59659925460815,15.675999259948728,15.755399265289304,,,,,,,,,,0.0,0.0,0.0
2011-03-04,16.84000015258789,16.8700008392334,16.57999992370605,16.72999954223633,13.74599075317383,14204700,-0.7121711365975141,1.7318830230277207,2.1999224676133107,1.7816867494721151,,16.526000213623046,16.235000133514404,16.06533342997233,,,16.54012871278882,16.372214309672447,15.854673543667122,,,16.32695272986104,15.959575081205843,0.3673776486551983,0.3875898841349108,-4.602507621984271,-4.602507621984271,-4.602507621984271,0.0,4.602507621984271,-4.602507621984271,-4.602507621984271,-4.602507621984271,4.602507621984271,1.0300006866455078,0.42150011062622017,16.8700008392334,16.063200187683105,16.142000198364258,16.22080020904541,,,,,,,,,,0.0,0.0,0.0
2011-03-07,16.77000045776367,16.77000045776367,15.73999977111816,15.96000003814697,13.11332702636719,24768000,-4.602507621984271,2.777271782728871,2.672781477465557,2.0149648862595124,,16.432000160217285,16.18400020599365,16.097000090281167,,,16.346752487908205,16.297266260304177,15.8614688013755,,,16.27049846959734,15.959606559497779,0.31089191009955996,0.37225028932784066,-1.0651633827544749,-1.0651633827544749,-1.0651633827544749,0.0,1.0651633827544749,-1.0651633827544749,-1.0651633827544749,-1.0651633827544749,1.0651633827544749,0.32999992370604936,0.4180001258850086,16.77000045776367,15.942700595855714,16.02700061798096,16.1113006401062,1.0,1.0,1.0,15.942700595855714,16.02700061798096,16.1113006401062,15.96000003814697,15.96000003814697,15.96000003814697,0.10851011211835916,-0.41804815156006125,-0.9390961371709136
2011-03-08,15.97999954223633,16.0,15.67000007629395,15.78999996185303,12.9736499786377,28212900,-1.0651633827544749,2.755540599134899,2.158318832276965,2.02310473544761,,16.35,16.197000217437743,16.111000092824302,,,16.16116831255648,16.20503602422215,15.856857908503082,,,16.19657562225206,15.94704310782039,0.24953251443166913,0.34770673434860633,-3.103228450297385,-3.103228450297385,-3.103228450297385,0.0,3.103228450297385,3.103228450297385,-3.103228450297385,-3.103228450297385,3.103228450297385,0.6100006103515607,0.4305001258850085,16.0,15.85040018081665,15.934000205993652,16.017600231170654,1.0,1.0,1.0,15.85040018081665,15.934000205993652,15.97999954223633,15.78999996185303,15.78999996185303,15.78999996185303,-0.3810643155667517,-0.9037293980105267,-1.1889836409639294
2011-03-09,15.72999954223633,15.77000045776367,15.15999984741211,15.30000019073486,12.57104778289795,32174600,-3.103228450297385,2.7335421902904553,2.386812267610678,2.111573386672538,,16.126000022888185,16.163000202178953,16.108666769663493,,,15.874112271949276,16.04048405449719,15.82093160413094,,,16.05864094048018,15.89911400285109,0.15952693762909043,0.31007077500470315,2.222223191825716,-2.222223191825716,-2.222223191825716,0.0,2.222223191825716,2.222223191825716,-2.222223191825716,-2.222223191825716,2.222223191825716,0.2999992370605504,0.42900009155273305,15.77000045776367,15.052899723052981,15.138999748229983,15.225099773406985,,,1.0,,,15.225099773406985,,,15.30000019073486,0.0,0.0,0.49195354015807613
2011-03-10,15.07999992370605,15.22999954223633,14.93000030517578,14.96000003814697,12.2916898727417,23029200,-2.222223191825716,1.5803764889885865,2.4088253213923028,2.1301054339432355,,15.747999954223634,16.076000213623047,16.092000102996828,,,15.569408194015175,15.844032415160784,15.765387632131976,,,15.88961926319815,15.8295500054656,0.060069257732548564,0.26007047155027224,-0.267379423469465,-0.267379423469465,0.267379423469465,0.0,-0.267379423469465,-0.267379423469465,0.267379423469465,0.267379423469465,-0.267379423469465,0.4699993133544904,0.428500080108641,15.22999954223633,14.826200256347658,14.912000274658205,14.997800292968751,,,1.0,,,14.997800292968751,,,14.96000003814697,0.0,0.0,-0.25203865955930793
2011-03-11,14.88000011444092,15.23999977111816,14.77000045776367,15.0,12.32455444335938,16362700,0.267379423469465,1.8674267314055988,2.285488494542781,2.0900769642805646,,15.402000045776367,15.964000129699707,16.055333423614503,,,15.379605462676784,15.69057197604064,15.716007784897656,,,15.752754761167665,15.768101856912592,-0.015347095744926875,0.20498695809123244,0.26666641235352745,0.26666641235352745,-0.26666641235352745,0.0,0.26666641235352745,0.26666641235352745,0.26666641235352745,-0.26666641235352745,0.26666641235352745,0.2799997329711914,0.43000006675720054,15.23999977111816,14.28729936599732,14.372999382019048,14.458699398040777,,,,,,,,,,0.0,0.0,0.0
2011-03-14,14.93000030517578,15.09000015258789,14.8100004196167,14.96000003814697,12.2916898727417,15936300,-0.26666641235352745,1.3855783037653893,2.1046526975747417,2.0885419868973387,,15.202000045776368,15.817000102996825,16.02833340962728,,,15.239736987833513,15.557740714605426,15.667233091558902,,,15.630792496087558,15.708242462929954,-0.07744996684239602,0.14849957310450676,0.5347588469388825,0.5347588469388825,-0.5347588469388825,0.0,0.5347588469388825,0.5347588469388825,0.5347588469388825,-0.5347588469388825,0.5347588469388825,0.7100000381469709,0.4535000801086412,15.09000015258789,14.293999624252319,14.37999963760376,14.4659996509552,,,,,,,,,,0.0,0.0,0.0
