Date_VRSN_L01d,Open_VRSN_L01d,High_VRSN_L01d,Low_VRSN_L01d,Close_VRSN_L01d,Adj Close_VRSN_L01d,Volume_VRSN_L01d,Daily_Return_VRSN_L01d,Vol5_VRSN_L01d,Vol10_VRSN_L01d,Vol20_VRSN_L01d,Vol60_VRSN_L01d,SMA5_VRSN_L01d,SMA10_VRSN_L01d,SMA30_VRSN_L01d,SMA60_VRSN_L01d,SMA100_VRSN_L01d,EMA5_VRSN_L01d,EMA10_VRSN_L01d,EMA30_VRSN_L01d,EMA60_VRSN_L01d,EMA100_VRSN_L01d,Short12_VRSN_L01d,Long26_VRSN_L01d,MACD_VRSN_L01d,SIGNAL9_VRSN_L01d,Ret5/10_VRSN_L01d,Ret10/30_VRSN_L01d,Ret30/60_VRSN_L01d,Ret30/100_VRSN_L01d,Emaret5/10_VRSN_L01d,Emaret10/30_VRSN_L01d,Emaret30/60_VRSN_L01d,Emaret30/100_VRSN_L01d,RetMACD_VRSN_L01d,DayRange_VRSN_L01d,average20r_VRSN_L01d,PRVHI_VRSN_L01d,HitLevel_VRSN_L01d,hitlevel_2_VRSN_L01d,hitlevel_1.8_VRSN_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,200.75,204.8899993896484,200.25,203.9900054931641,203.9900054931641,350300.0,1.0652047137745029,0.7075202544252551,1.2774526606990873,1.0566393964221288,1.4597431037021062,203.2419982910156,201.15899963378905,206.47933349609372,206.8480005900065,206.0903999328613,202.82728509121063,202.61015264125712,204.87010174372185,206.26652138404503,207.09956268662845,202.75958602317263,204.4898793159373,-1.7302932927646566,-2.141129639301268,0.6764986454543009,-0.6764986454543009,-0.6764986454543009,0.6764986454543009,0.6764986454543009,0.6764986454543009,-0.6764986454543009,-0.6764986454543009,0.6764986454543009,2.8500061035155966,2.8884994506835997,204.8899993896484,197.1076033020019,197.6860031127929,198.26440292358396,1.0,1.0103549861602943,1.0652047137745029,1.0,1.0652047137745029,0.988968868159729,-1.0,-1.0652047137745029,0.7238529805294837,-1.0,-1.0652047137745029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-19,204.5,206.8899993896484,204.0399932861328,205.3699951171875,205.3699951171875,359100.0,0.6764986454543009,0.7617578992663089,1.1691551930650257,1.0619858624982694,1.458705706567877,203.56399841308595,201.8479995727539,206.0856669108073,206.83050053914388,206.0866998291016,203.6748550998696,203.11194218233533,204.9023529291067,206.23712708021364,207.06531382386723,203.16118742225183,204.55507307899285,-1.3938856567410198,-1.9916808427892183,-0.0535621624224233,0.0535621624224233,0.0535621624224233,-0.0535621624224233,-0.0535621624224233,-0.0535621624224233,0.0535621624224233,0.0535621624224233,-0.0535621624224233,2.479995727539091,2.832498931884774,206.8899993896484,198.5353005981445,199.1130004882812,199.69070037841797,0.0,1.0085014409058513,0.6764986454543009,1.0,0.6764986454543009,0.9912621269537552,-1.0,-0.6764986454543009,0.7280329800018183,-1.0,-0.6764986454543009,0.0,1.0,1.0,0.048329562,0.0249875865,0.939832747,0.4740375595,,
2024-01-22,206.5200042724609,207.6999969482422,205.2200012207031,205.2599945068359,205.2599945068359,336200.0,-0.0535621624224233,0.7666513346868723,1.111153990754089,1.0573278295563016,1.4584456883436143,203.77999877929685,202.68299865722656,205.72833353678385,206.803667195638,206.07399978637696,204.2032349021917,203.50249715042636,204.9254265792828,206.20508994666028,207.02956492650023,203.48408081988012,204.6072894810553,-1.1232086611751413,-1.817986406466403,0.5310394747396264,-0.5310394747396264,-0.5310394747396264,0.5310394747396264,0.5310394747396264,0.5310394747396264,-0.5310394747396264,-0.5310394747396264,0.5310394747396264,1.710006713867216,2.7749992370605554,207.6999969482422,200.6585017395019,201.22500152587887,201.7915013122558,1.0,1.005412393389371,-0.0535621624224233,1.0,-0.0535621624224233,0.993056354925747,-1.0,0.0535621624224233,0.7249689433119239,-1.0,0.0535621624224233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-23,206.1699981689453,207.5700073242188,205.8600006103516,206.3500061035156,206.3500061035156,230400.0,0.5310394747396264,0.5535344732153087,1.0896759414799355,1.0632484086960532,1.4598361507527318,204.56199951171877,203.41799926757807,205.453667195638,206.80166727701825,206.0639997863769,204.91882530263305,204.020226050988,205.0173349356849,206.20984129606535,207.0161083161441,203.9249924019779,204.73637960123756,-0.8113871992596273,-1.616666565025048,-1.1485390384663177,1.1485390384663177,1.1485390384663177,-1.1485390384663177,-1.1485390384663177,-1.1485390384663177,1.1485390384663177,1.1485390384663177,-1.1485390384663177,4.189987182617216,2.8619987487793117,207.5700073242188,201.59499862670896,202.14999847412108,202.7049983215332,0.0,1.0056238889786535,0.5310394747396264,1.0,0.5310394747396264,0.9951364654846884,-1.0,-0.5310394747396264,0.7283340723873792,-1.0,-0.5310394747396264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-24,206.8600006103516,208.0399932861328,203.8500061035156,203.9799957275391,203.9799957275391,314000.0,-1.1485390384663177,0.8612593323309266,1.144445983400696,1.0736948019581911,1.4623857644227214,204.98999938964843,204.05899810791016,205.15400034586588,206.79250055948893,206.01259979248047,204.60588211093503,204.01291144672456,204.950409825482,206.136731605294,206.9559872747856,203.93345445206424,204.68035116614877,-0.7468967140844995,-1.4427125948369384,-0.4608306996250073,0.4608306996250073,0.4608306996250073,-0.4608306996250073,-0.4608306996250073,-0.4608306996250073,0.4608306996250073,0.4608306996250073,-0.4608306996250073,3.3600006103515057,2.9179992675781365,208.0399932861328,201.27361007690436,201.84600982666015,202.41840957641605,0.0,1.0045624122943402,-1.1485390384663177,1.0,-1.1485390384663177,0.9954257306459853,-1.0,1.1485390384663177,0.7342076407465806,-1.0,1.1485390384663177,0.0,0.0,1.0,0.339868426,0.339868426,0.651774406,0.651774406,,
2024-01-25,204.3899993896484,205.5899963378906,202.2299957275391,203.0399932861328,203.0399932861328,341400.0,-0.4608306996250073,0.7470864079615925,0.6904457416748689,1.075467933124497,1.2486755675402068,204.79999694824215,204.02099761962887,204.78899993896485,206.96600036621092,205.9650997924805,204.0839191693343,203.83601723570783,204.827157145524,206.0351992013871,206.87844283936676,203.7959988880748,204.55884317503643,-0.7628442869616379,-1.3067389332618784,0.0344795737459078,-0.0344795737459078,-0.0344795737459078,0.0344795737459078,0.0344795737459078,0.0344795737459078,-0.0344795737459078,-0.0344795737459078,0.0344795737459078,1.8099975585937784,2.9054992675781364,205.5899963378906,201.62039489746093,202.20399475097653,202.78759460449217,1.0,1.0038182311512152,-0.4608306996250073,1.0,-0.4608306996250073,0.9951610913141171,-1.0,0.4608306996250073,0.8612869195823897,-1.0,0.4608306996250073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-26,203.2400054931641,203.3600006103516,201.5500030517578,203.1100006103516,203.1100006103516,287200.0,0.0344795737459078,0.6278344791860893,0.6877935802647647,1.0708049725646975,1.1949540627042363,204.347998046875,203.95599822998045,204.33233337402345,207.04900029500325,205.94469985961916,203.75927964967343,203.7040142129158,204.71637285293224,205.93929105086133,206.8038202209704,203.690460691502,204.4515215035783,-0.7610608120763231,-1.1976033090247673,-0.1033955557265083,0.1033955557265083,0.1033955557265083,-0.1033955557265083,-0.1033955557265083,-0.1033955557265083,0.1033955557265083,0.1033955557265083,-0.1033955557265083,2.580001831054716,2.9604995727539176,203.3600006103516,199.19789794921869,199.77899780273432,200.36009765625,0.0,1.0019219822917516,0.0344795737459078,1.0,0.0344795737459078,0.9950548232859533,-1.0,-0.0344795737459078,0.896105554167845,-1.0,-0.0344795737459078,0.0,0.0,1.0,0.450245529,0.450245529,0.541827679,0.541827679,,
2024-01-29,203.0099945068359,204.8200073242188,202.2400054931641,202.8999938964844,202.8999938964844,433800.0,-0.1033955557265083,0.6249308907378534,0.6829434913385436,1.0682246462602438,1.191306032305402,203.8759979248047,203.8279983520508,203.76166636149088,207.10300013224284,205.911199798584,203.4728510652771,203.55782870083735,204.59918711380655,205.83964196383252,206.7265167293964,203.56885041534545,204.33659353268249,-0.7677431173370337,-1.111631270687221,-0.5421344888200365,-0.5421344888200365,0.5421344888200365,-0.5421344888200365,-0.5421344888200365,0.5421344888200365,0.5421344888200365,0.5421344888200365,-0.5421344888200365,2.429992675781307,2.950999450683608,204.8200073242188,196.84690155029296,197.43900146484376,198.03110137939453,0.0,1.0002354905760835,-0.1033955557265083,1.0,-0.1033955557265083,0.994910251464538,-1.0,0.1033955557265083,0.8966836541514253,-1.0,0.1033955557265083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-30,202.8999938964844,203.6499938964844,201.2200012207031,201.8000030517578,201.8000030517578,1042300.0,-0.5421344888200365,0.4613141450532104,0.6492274585146817,1.0732046085949123,1.1440336588321978,202.96599731445312,203.76399841308597,203.471999613444,207.2241668701172,205.87339981079103,202.91523506077067,203.23822403736835,204.4185945936744,205.70719478638748,206.6289620031065,203.29672005171656,204.1486979415029,-0.8519778897862977,-1.059700594507036,1.4469762759103573,-1.4469762759103573,1.4469762759103573,-1.4469762759103573,-1.4469762759103573,1.4469762759103573,1.4469762759103573,1.4469762759103573,-1.4469762759103573,5.230010986328097,2.9724998474121223,203.6499938964844,198.32780853271487,198.9180084228516,199.5082083129883,0.0,0.996083699255768,-0.5421344888200365,-1.0,-0.5421344888200365,0.9942257182686717,-1.0,0.5421344888200365,0.9380883161168649,-1.0,0.5421344888200365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-31,200.8000030517578,203.4600067138672,198.2299957275391,198.8800048828125,198.8800048828125,705900.0,-1.4469762759103573,0.5794320485806922,0.7887040643366767,1.0136620504839349,1.0941647064712832,201.9459991455078,203.4679992675781,203.2129999796549,207.19966684977211,205.78469985961917,201.57015833478465,202.44582055472185,204.0612662252317,205.48335249446697,206.4755173076552,202.6172254103467,203.75842438159987,-1.141198971253175,-1.076000269856264,-0.6888551305068361,0.6888551305068361,-0.6888551305068361,0.6888551305068361,0.6888551305068361,-0.6888551305068361,-0.6888551305068361,-0.6888551305068361,-0.6888551305068361,2.539993286132784,2.93999938964845,203.4600067138672,197.11049423217773,197.70499420166016,198.29949417114256,1.0,0.9925197076319174,-1.4469762759103573,-1.0,1.4469762759103573,0.9920835261860681,-1.0,1.4469762759103573,0.9264254682030716,-1.0,1.4469762759103573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-01,199.0,200.8600006103516,198.3200073242188,200.25,200.25,546100.0,0.6888551305068361,0.7904310274886466,0.7314503274732252,1.026925193257496,1.0889349897925298,201.38800048828125,203.09399871826173,203.01299997965492,207.16233342488607,205.7215998840332,201.1301055565231,202.0465804538633,203.8153780816684,205.3117671667795,206.35223973720653,202.253036885678,203.498541094074,-1.2455042083959995,-1.1099010575642112,0.3245912092306633,-0.3245912092306633,0.3245912092306633,-0.3245912092306633,-0.3245912092306633,0.3245912092306633,0.3245912092306633,0.3245912092306633,0.3245912092306633,2.6499938964844034,2.896999359130871,200.8600006103516,196.9920080566406,197.5800079345703,198.1680078125,0.0,0.9915999574544441,-0.6888551305068361,-1.0,-0.6888551305068361,0.9913215693317491,-1.0,-0.6888551305068361,0.943054638599823,-1.0,-0.6888551305068361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-02,201.1699981689453,201.1699981689453,198.5200042724609,199.6000061035156,199.6000061035156,427500.0,-0.3245912092306633,0.7715013405415743,0.6664463301393043,0.9810630682257196,1.0882654839123105,200.68600158691407,202.51699981689453,202.82833353678384,207.1005002339681,205.695,200.6200724055206,201.60174875380005,203.5434185992069,205.1244963122463,206.21853214049975,201.84487830380684,203.20976072440297,-1.364882420596132,-1.1608973301705954,0.6262524858600109,0.6262524858600109,0.6262524858600109,-0.6262524858600109,-0.6262524858600109,0.6262524858600109,0.6262524858600109,0.6262524858600109,0.6262524858600109,2.419998168945284,2.82849884033204,201.1699981689453,194.4866020202637,195.06600189208984,195.64540176391603,0.0,0.9909587924389758,0.3245912092306633,-1.0,0.3245912092306633,0.9904606601443099,-1.0,0.3245912092306633,0.9014924048668727,-1.0,0.3245912092306633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-05,199.3200073242188,199.9799957275391,197.5599975585938,198.3500061035156,198.3500061035156,556500.0,-0.6262524858600109,0.7658709958127787,0.669181686407137,0.9744522066854432,1.0902964771369388,199.7760040283203,201.8260009765625,202.63066711425785,207.0086669921875,205.69370010375977,199.8633836381856,201.01052281738467,203.2083597285172,204.90238187917316,206.06271974372785,201.3072056576082,202.84977890063357,-1.5425732430253447,-1.237232512741545,-0.1814976552930946,-0.1814976552930946,-0.1814976552930946,0.1814976552930946,0.1814976552930946,-0.1814976552930946,-0.1814976552930946,-0.1814976552930946,-0.1814976552930946,2.3899993896484943,2.8264991760253992,199.9799957275391,194.94730072021483,195.5130004882812,196.07870025634764,1.0,0.9898427509918295,0.6262524858600109,-1.0,0.6262524858600109,0.9891843184302614,-1.0,0.6262524858600109,0.8937497525850064,-1.0,0.6262524858600109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-06,199.0500030517578,200.6499938964844,198.2599945068359,198.7100067138672,198.7100067138672,513700.0,0.1814976552930946,0.8111910319912814,0.6263993146495869,0.9453835597215584,1.087773789870663,199.1580047607422,201.06200103759767,202.4390004475912,206.90350036621092,205.6861001586914,199.47892466341284,200.59224716219967,202.91814340499135,204.6993531852287,205.9171214659088,200.90763658934037,202.5431291090212,-1.6354925196808665,-1.3168845141294097,-0.7900921002385294,-0.7900921002385294,-0.7900921002385294,0.7900921002385294,0.7900921002385294,-0.7900921002385294,-0.7900921002385294,-0.7900921002385294,-0.7900921002385294,3.050003051757784,2.887499237060554,200.6499938964844,193.7616975402832,194.3269973754883,194.89229721069336,1.0,0.9905303027572105,-0.1814976552930946,-1.0,-0.1814976552930946,0.988537761070731,-1.0,-0.1814976552930946,0.8690994106724755,-1.0,-0.1814976552930946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-07,199.3399963378906,201.4700012207031,198.4199981689453,200.2799987792969,200.2799987792969,864100.0,0.7900921002385294,0.6181733526444212,0.6594453636397346,0.9454772894710536,1.0915553817800328,199.43800354003903,200.69200134277344,202.23533376057944,206.840833791097,205.6848001098633,199.7459493687076,200.53547472894465,202.74794052591437,204.55445631946043,205.8054952740947,200.8110769262568,202.37548982533792,-1.5644128990811623,-1.3663901911197602,-0.3694854691803106,-0.3694854691803106,-0.3694854691803106,0.3694854691803106,0.3694854691803106,-0.3694854691803106,-0.3694854691803106,-0.3694854691803106,-0.3694854691803106,1.8799896240233809,2.7619987487792983,201.4700012207031,194.2974955749512,194.8749954223633,195.4524952697754,1.0,0.9937516303871392,-0.7900921002385294,-1.0,-0.7900921002385294,0.9890876040899319,-1.0,-0.7900921002385294,0.866174364812562,-1.0,-0.7900921002385294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-08,201.0,201.6999969482422,199.8200073242188,201.0200042724609,201.0200042724609,789700.0,0.3694854691803106,0.5614271852798841,0.6724314684045457,0.6646328281308671,1.0724524480195894,199.59200439453124,200.49000244140623,202.04166717529296,206.73683395385743,205.6878001403809,200.17063433662537,200.62357100958397,202.63646076762703,204.4385726457883,205.71073307604252,200.8432195949036,202.27508348808777,-1.4318638931842145,-1.3794849315326512,1.3133018274490609,1.3133018274490609,1.3133018274490609,-1.3133018274490609,-1.3133018274490609,1.3133018274490609,1.3133018274490609,1.3133018274490609,1.3133018274490609,5.9199981689453125,2.9239990234374984,201.6999969482422,195.39360397338865,195.94600372314449,196.49840347290035,0.0,0.9955209834109437,-0.3694854691803106,-1.0,-0.3694854691803106,0.990066497655862,-1.0,-0.3694854691803106,0.6197317460165161,-1.0,-0.3694854691803106,0.0,1.0,0.0,0.00137263,0.00137263,0.004998225,0.004998225,,
