Date_CSCO_L01d,Open_CSCO_L01d,High_CSCO_L01d,Low_CSCO_L01d,Close_CSCO_L01d,Adj Close_CSCO_L01d,Volume_CSCO_L01d,Daily_Return_CSCO_L01d,Vol5_CSCO_L01d,Vol10_CSCO_L01d,Vol20_CSCO_L01d,Vol60_CSCO_L01d,SMA5_CSCO_L01d,SMA10_CSCO_L01d,SMA30_CSCO_L01d,SMA60_CSCO_L01d,SMA100_CSCO_L01d,EMA5_CSCO_L01d,EMA10_CSCO_L01d,EMA30_CSCO_L01d,EMA60_CSCO_L01d,EMA100_CSCO_L01d,Short12_CSCO_L01d,Long26_CSCO_L01d,MACD_CSCO_L01d,SIGNAL9_CSCO_L01d,Ret5/10_CSCO_L01d,Ret10/30_CSCO_L01d,Ret30/60_CSCO_L01d,Ret30/100_CSCO_L01d,Emaret5/10_CSCO_L01d,Emaret10/30_CSCO_L01d,Emaret30/60_CSCO_L01d,Emaret30/100_CSCO_L01d,RetMACD_CSCO_L01d,DayRange_CSCO_L01d,average20r_CSCO_L01d,PRVHI_CSCO_L01d,HitLevel_CSCO_L01d,hitlevel_2_CSCO_L01d,hitlevel_1.8_CSCO_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,50.29999923706055,50.79999923706055,50.27999877929688,50.75,50.75,18487500.0,0.89463373710729,0.584417603610502,0.7027493237544843,0.5580606234524448,1.5254921663107976,50.48399963378906,50.32000007629394,49.86466649373372,50.29766654968262,52.14709987640381,50.49298994552146,50.39113385809422,50.18258741961103,50.59595645231496,51.02785747120621,50.35344932324845,50.17780439995518,0.1756449232932695,0.1350628992102963,1.024631443869304,1.024631443869304,-1.024631443869304,-1.024631443869304,1.024631443869304,1.024631443869304,1.024631443869304,-1.024631443869304,1.024631443869304,0.6599998474121094,0.5195003509521499,50.79999923706055,49.29149963378906,49.39499969482421,49.49849975585937,1.0,1.003259132695677,0.89463373710729,1.0,0.89463373710729,1.0020213096953539,1.0,0.89463373710729,0.36582332953045643,-1.0,-0.89463373710729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89463373710729,1
2024-01-19,50.75,51.38999938964844,50.72999954223633,51.27000045776367,51.27000045776367,22860900.0,1.024631443869304,0.6935361869963722,0.6857026796242862,0.5968512001717919,1.5217689839691375,50.65,50.43899993896484,49.97599983215332,50.28216654459636,52.10279987335205,50.7519934496022,50.55092778530684,50.252743099491845,50.61805625577229,51.03265238183111,50.49445719009694,50.2587078116447,0.2357493784522404,0.1552001950586852,0.5851360140082051,0.5851360140082051,-0.5851360140082051,-0.5851360140082051,0.5851360140082051,0.5851360140082051,0.5851360140082051,-0.5851360140082051,0.5851360140082051,0.3699989318847727,0.511000251770021,51.38999938964844,49.65709846496582,49.76099853515625,49.864898605346674,1.0,1.0041832720967998,1.024631443869304,1.0,1.024631443869304,1.0039774871224778,1.0,1.024631443869304,0.39220880860317003,-1.0,-1.024631443869304,0.0,0.0,1.0,0.013213283,0.013213283,0.547565997,0.547565997,1.024631443869304,1
2024-01-22,51.54999923706055,51.77999877929688,51.40999984741211,51.56999969482422,51.56999969482422,20298700.0,0.5851360140082051,0.630283572499004,0.6890881085416458,0.5691191344123419,1.5099401533523504,50.89599990844727,50.58699989318848,50.10499979654948,50.25816656748454,52.0564998626709,51.02466219800955,50.73621358703727,50.337727395964905,50.649267516069074,51.04329292268245,50.65992526774729,50.35584054373207,0.3040847240152189,0.1849771008499919,0.368428597698932,0.368428597698932,-0.368428597698932,-0.368428597698932,0.368428597698932,0.368428597698932,0.368428597698932,-0.368428597698932,0.368428597698932,0.5200004577636719,0.5070003509521495,51.77999877929688,50.26579883575439,50.3679988861084,50.4701989364624,1.0,1.0061082890053024,0.5851360140082051,1.0,0.5851360140082051,1.005685260893138,1.0,0.5851360140082051,0.37691502749217615,-1.0,-0.5851360140082051,0.0,1.0,0.0,0.005199114,0.005199114,0.010799761,0.010799761,0.5851360140082051,1
2024-01-23,51.38999938964844,51.81999969482422,51.29999923706055,51.7599983215332,51.7599983215332,15044300.0,0.368428597698932,0.6323249666278774,0.6722680784414671,0.5634724628601594,1.503622830557218,51.12999954223633,50.71699981689453,50.22166646321615,50.24749984741211,52.00849983215332,51.2697742391841,50.92235626603653,50.4294868105177,50.685684919526906,51.05748510879831,50.82916727602205,50.4598522309766,0.3693150450454467,0.2218446896890829,-0.8693913501441761,-0.8693913501441761,0.8693913501441761,0.8693913501441761,-0.8693913501441761,-0.8693913501441761,-0.8693913501441761,0.8693913501441761,-0.8693913501441761,0.7900009155273366,0.519000434875489,51.81999969482422,50.66459800720215,50.76599807739258,50.86739814758301,0.0,1.0081432207510868,0.368428597698932,1.0,0.368428597698932,1.0068225038788963,1.0,0.368428597698932,0.374743221111737,-1.0,-0.368428597698932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.368428597698932,-1
2024-01-24,52.0,52.0,51.20999908447266,51.31000137329102,51.31000137329102,19458500.0,-0.8693913501441761,0.7552236600710601,0.6251383417163601,0.5944146247843902,1.485998626792697,51.331999969482425,50.85699996948242,50.31933314005534,50.24649988810221,51.95349983215332,51.283183283886416,50.99283719462825,50.48629420166437,50.7061543114536,51.06248543086748,50.90314175252497,50.52282624151841,0.3803155110065574,0.2535388539525778,1.9879174244080555,1.9879174244080555,1.9879174244080555,-1.9879174244080555,1.9879174244080555,1.9879174244080555,1.9879174244080555,-1.9879174244080555,1.9879174244080555,0.8100013732910227,0.5420003890991218,52.0,50.67819873809815,50.78199882507324,50.88579891204834,1.0,1.0093399138817671,-0.8693913501441761,1.0,-0.8693913501441761,1.0056938602602161,1.0,-0.8693913501441761,0.4000102113602515,-1.0,0.8693913501441761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8693913501441761,1
2024-01-25,51.75,52.56000137329102,51.75,52.33000183105469,52.33000183105469,18936600.0,1.9879174244080555,1.038955340515128,0.82435561001339,0.7254423355207795,1.5071808134709297,51.64800033569336,51.06599998474121,50.41733322143555,50.25933322906494,51.90329986572266,51.63212279960918,51.23595803761488,50.60524308097988,50.7593952137356,51.08758476552465,51.12265868768338,50.65669110000258,0.4659675876808009,0.2960246006982225,-0.3630851036842407,-0.3630851036842407,-0.3630851036842407,0.3630851036842407,-0.3630851036842407,-0.3630851036842407,-0.3630851036842407,0.3630851036842407,-0.3630851036842407,0.6299972534179759,0.5595001220703135,52.56000137329102,50.80759914398193,50.91599922180176,51.02439929962158,0.0,1.0113970225027622,1.9879174244080555,1.0,1.9879174244080555,1.0077321626679343,1.0,1.9879174244080555,0.4813240249855209,-1.0,-1.9879174244080555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9879174244080555,1
2024-01-26,52.41999816894531,52.61999893188477,51.9900016784668,52.13999938964844,52.13999938964844,13160300.0,-0.3630851036842407,1.087827142624508,0.8600942294111229,0.7356471532793245,1.5080627248596348,51.82200012207032,51.23600006103516,50.510999806722005,50.26883322397868,51.84629985809326,51.80141499628893,51.40032919253007,50.70425961702301,50.804660924421256,51.10842465907166,51.279172641831856,50.766565788124495,0.5126068537073607,0.3393410513000501,0.2876899264189089,0.2876899264189089,0.2876899264189089,-0.2876899264189089,0.2876899264189089,0.2876899264189089,0.2876899264189089,-0.2876899264189089,0.2876899264189089,0.55999755859375,0.5769998550415053,52.61999893188477,51.32910110473633,51.44100112915039,51.552901153564456,1.0,1.0114372718466915,-0.3630851036842407,1.0,-0.3630851036842407,1.0078031757784374,1.0,-0.3630851036842407,0.4878093869389922,-1.0,0.3630851036842407,0.0,0.0,1.0,0.006552422,0.006552422,0.501592398,0.501592398,-0.3630851036842407,1
2024-01-29,51.84000015258789,52.38999938964844,51.83000183105469,52.29000091552734,52.29000091552734,13492400.0,0.2876899264189089,1.0792929262298607,0.8400922005366055,0.7357939658145032,1.5020996093949874,51.966000366210935,51.4310001373291,50.59766654968261,50.27149988810221,51.796599884033206,51.9642769693684,51.56208768762048,50.806565507249104,50.8533605962608,51.13182220870445,51.434684683938855,50.87941283459877,0.5552718493400803,0.3825272109080562,-0.0956191168198902,-0.0956191168198902,-0.0956191168198902,0.0956191168198902,0.0956191168198902,-0.0956191168198902,-0.0956191168198902,0.0956191168198902,-0.0956191168198902,0.4199981689453125,0.5794998168945323,52.38999938964844,51.35059925079346,51.46599922180176,51.58139919281006,0.0,1.0104022909811845,0.2876899264189089,1.0,0.2876899264189089,1.0078000969275043,1.0,0.2876899264189089,0.4898436569801551,-1.0,-0.2876899264189089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2876899264189089,1
2024-01-30,52.29999923706055,52.41999816894531,52.0,52.2400016784668,52.2400016784668,14322100.0,-0.0956191168198902,1.0899358459373805,0.8520558265525946,0.7380753029804817,1.502112137536449,52.06200103759765,51.596000289916994,50.69099998474121,50.27233327229818,51.74739990234375,52.056185205734536,51.68534477686526,50.89904526023089,50.89882423830034,51.15376635662054,51.55857960617392,50.98019719340381,0.5783824127701109,0.4216982512804672,-3.943340940090634,-3.943340940090634,-3.943340940090634,3.943340940090634,3.943340940090634,-3.943340940090634,-3.943340940090634,-3.943340940090634,-3.943340940090634,1.8699989318847583,0.6424997329711921,52.41999816894531,51.115099792480464,51.23099975585937,51.34689971923828,0.0,1.0090317223246417,-0.0956191168198902,1.0,-0.0956191168198902,1.0071749628539823,1.0,-0.0956191168198902,0.4913583244130948,-1.0,0.0956191168198902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0956191168198902,1
2024-01-31,51.84999847412109,51.93999862670898,50.06999969482422,50.18000030517578,50.18000030517578,29311800.0,-3.943340940090634,2.169167190771596,1.5919304876973006,1.180211700201746,1.5797245300306473,51.83600082397461,51.58400039672851,50.701333363850914,50.22949994405111,51.68129989624023,51.43079023888163,51.41164578201262,50.852655263130565,50.87525624049297,51.13448386055233,51.34649048294344,50.92092334983136,0.4255671331120751,0.4224720276467889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399993896484446,0.6374996185302741,51.93999862670898,51.00649875640869,51.13499870300293,51.26349864959717,0.0,1.004885243976969,-3.943340940090634,1.0,-3.943340940090634,1.0003723758805578,1.0,-3.943340940090634,0.7470996859046365,-1.0,3.943340940090634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.943340940090634,1
2024-02-01,50.22999954223633,50.45999908447266,49.81999969482422,50.18000030517578,50.18000030517578,20635700.0,0.0,1.7598361623300731,1.5601200005947131,1.180211700201746,1.5780265694273652,51.40600051879883,51.527000427246094,50.699333318074544,50.18233331044515,51.616399917602536,51.01386026097968,51.18771024076956,50.80925816906897,50.85246096392519,51.11558319608943,51.16703045559456,50.866040161338354,0.3009902942562092,0.3981756809686729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7600021362304545,0.6494998931884766,50.45999908447266,50.537499465942375,50.66499938964843,50.79249931335448,0.0,0.9976517183720385,0.0,-1.0,0.0,0.996603677348095,-1.0,0.0,0.7479035670673287,-1.0,-0.0,0.0,0.0,1.0,0.133023605,0.133023605,0.860608399,0.860608399,0.0,1
2024-02-02,50.13999938964844,50.38000106811523,49.61999893188477,50.18000030517578,50.18000030517578,20530400.0,0.0,1.790770836865755,1.510789838151395,1.1641238485999807,1.576056263335274,51.01400070190429,51.41800041198731,50.699333318074544,50.13049996693929,51.54979991912842,50.73590694237839,51.00449025247977,50.768660887527474,50.83041307347438,51.09705680220996,51.01517966322244,50.8152223942152,0.1999572690072426,0.3585319985763869,1.335197249039218,-1.335197249039218,-1.335197249039218,1.335197249039218,-1.335197249039218,1.335197249039218,-1.335197249039218,1.335197249039218,1.335197249039218,0.8900032043457102,0.6690000534057621,50.38000106811523,49.031099319458015,49.16099929809571,49.290899276733406,0.0,0.9921428350607575,0.0,-1.0,-0.0,0.9947341242158906,-1.0,-0.0,0.7386308951537329,-1.0,-0.0,0.0,0.0,1.0,0.003169534,0.003169534,0.968830585,0.968830585,0.0,-1
2024-02-05,49.93999862670898,50.15000152587891,49.2599983215332,49.5099983215332,49.5099983215332,19602000.0,-1.335197249039218,1.700405769906083,1.5213154856394462,1.2027110269424517,1.5840686956623395,50.45800018310547,51.2120002746582,50.6896666208903,50.07016658782959,51.48099990844727,50.32727073543,50.73276444685312,50.68745685101172,50.78712078652549,51.06562990160249,50.78361330296256,50.718539129572086,0.0650741733904709,0.2998404335392037,-0.9493056688283286,0.9493056688283286,0.9493056688283286,-0.9493056688283286,0.9493056688283286,-0.9493056688283286,0.9493056688283286,-0.9493056688283286,-0.9493056688283286,0.8199996948242259,0.6694999694824222,50.15000152587891,48.90820095062255,49.0420009613037,49.175800971984856,1.0,0.9852768865205633,1.335197249039218,-1.0,1.335197249039218,0.9920072616612897,-1.0,1.335197249039218,0.7592543367821353,-1.0,1.335197249039218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335197249039218,1
2024-02-06,50.31000137329102,50.61000061035156,49.79000091552734,49.97999954223633,49.97999954223633,19265800.0,0.9493056688283286,1.9029858035163532,1.56424150976479,1.2108867289521208,1.5897688418542535,50.00599975585938,51.03400039672852,50.69899991353353,50.01983324686686,51.41799991607666,50.21151367103212,50.595898100559154,50.64181444399396,50.760657794909456,51.04413227072396,50.65998041669698,50.66383249347314,-0.0038520767761625,0.2391019314761304,0.4201662392877645,-0.4201662392877645,-0.4201662392877645,0.4201662392877645,-0.4201662392877645,0.4201662392877645,0.4201662392877645,0.4201662392877645,0.4201662392877645,0.8899993896484233,0.6834999084472656,50.61000061035156,48.67710159301758,48.81100158691407,48.94490158081055,0.0,0.9798565538096629,-0.9493056688283286,-1.0,-0.9493056688283286,0.9924028539079776,-1.0,-0.9493056688283286,0.7616747146332185,-1.0,-0.9493056688283286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9493056688283286,-1
2024-02-07,50.29999923706055,50.34999847412109,49.45999908447266,49.77000045776367,49.77000045776367,16794400.0,-0.4201662392877645,0.8262152827311011,1.5537056889765837,1.1894118534768658,1.5727755491124635,49.92399978637695,50.88000030517578,50.68833325703939,49.98266658782959,51.35199993133545,50.06434259994264,50.44573489277815,50.5855683803662,50.72817722647845,51.01890193779405,50.52306042301493,50.59762271305022,-0.0745622900352884,0.1763690871738466,-0.3616642626486109,0.3616642626486109,0.3616642626486109,-0.3616642626486109,0.3616642626486109,-0.3616642626486109,-0.3616642626486109,-0.3616642626486109,-0.3616642626486109,0.44000244140625,0.6805000305175781,50.34999847412109,49.106300811767575,49.24300079345703,49.37970077514648,1.0,0.9812106817400791,0.4201662392877645,-1.0,0.4201662392877645,0.9924395532417923,-1.0,0.4201662392877645,0.7562502190144458,-1.0,0.4201662392877645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4201662392877645,-1
2024-02-08,49.90000152587891,49.9900016784668,49.54999923706055,49.95000076293945,49.95000076293945,19599000.0,0.3616642626486109,0.8590367465294944,1.3616465388897732,1.1824175915639443,1.5659732277823537,49.87799987792969,50.64200019836426,50.67733332316081,49.93866659800212,51.29109992980957,50.02622865427492,50.35560141462565,50.54456401795157,50.70266324406733,50.99773557789594,50.43489739838793,50.54965071674573,-0.114753318357792,0.1181446060675189,-0.360360965818695,-0.360360965818695,0.360360965818695,-0.360360965818695,0.360360965818695,-0.360360965818695,-0.360360965818695,-0.360360965818695,-0.360360965818695,0.6299972534179759,0.6889999389648438,49.9900016784668,48.85289840698241,48.98899841308593,49.12509841918945,1.0,0.9849137017210619,-0.3616642626486109,-1.0,-0.3616642626486109,0.9934590641140656,-1.0,-0.3616642626486109,0.7550688419101647,-1.0,-0.3616642626486109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3616642626486109,1
2024-02-09,49.93000030517578,50.2599983215332,49.63000106811523,50.13000106811523,50.13000106811523,24076900.0,0.360360965818695,0.8831366520307851,1.3861227002926275,1.181741780116598,1.5648686364037026,49.86800003051758,50.441000366210936,50.66700007120768,49.90366662343343,51.23129993438721,50.06081945888835,50.31458316980557,50.51781802118794,50.68388743501972,50.98055271631612,50.38799027065367,50.51856555758791,-0.1305752869342455,0.068400627467166,0.279272664403504,0.279272664403504,-0.279272664403504,0.279272664403504,-0.279272664403504,0.279272664403504,0.279272664403504,0.279272664403504,0.279272664403504,0.670001983642571,0.6965000152587887,50.2599983215332,48.47420181274414,48.61200180053711,48.74980178833008,0.0,0.9886401869206941,-0.360360965818695,-1.0,-0.360360965818695,0.9949564580499296,-1.0,-0.360360965818695,0.7551699565226214,-1.0,-0.360360965818695,2.0,2.0,1.0,0.994483531,0.4904277668,0.918293238,0.1969141198,0.360360965818695,-1
