Date_ADBE_L01d,Open_ADBE_L01d,High_ADBE_L01d,Low_ADBE_L01d,Close_ADBE_L01d,Adj Close_ADBE_L01d,Volume_ADBE_L01d,Daily_Return_ADBE_L01d,Vol5_ADBE_L01d,Vol10_ADBE_L01d,Vol20_ADBE_L01d,Vol60_ADBE_L01d,SMA5_ADBE_L01d,SMA10_ADBE_L01d,SMA30_ADBE_L01d,SMA60_ADBE_L01d,SMA100_ADBE_L01d,EMA5_ADBE_L01d,EMA10_ADBE_L01d,EMA30_ADBE_L01d,EMA60_ADBE_L01d,EMA100_ADBE_L01d,Short12_ADBE_L01d,Long26_ADBE_L01d,MACD_ADBE_L01d,SIGNAL9_ADBE_L01d,Ret5/10_ADBE_L01d,Ret10/30_ADBE_L01d,Ret30/60_ADBE_L01d,Ret30/100_ADBE_L01d,Emaret5/10_ADBE_L01d,Emaret10/30_ADBE_L01d,Emaret30/60_ADBE_L01d,Emaret30/100_ADBE_L01d,RetMACD_ADBE_L01d,DayRange_ADBE_L01d,average20r_ADBE_L01d,PRVHI_ADBE_L01d,HitLevel_ADBE_L01d,hitlevel_2_ADBE_L01d,hitlevel_1.8_ADBE_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,586.9000244140625,596.8900146484375,584.2100219726562,593.7000122070312,593.7000122070312,2793600.0,-0.4026108836101195,0.6013433712363815,1.080656218125339,1.1520095109481212,1.7160118084608629,596.3019897460938,587.093994140625,595.9043334960937,588.0498331705729,567.8256002807617,593.9967228674585,591.7618409686337,591.9201303746747,583.4485300911132,564.9662892151375,591.5211039394327,592.1721046934074,-0.6510007539746994,-2.032556801638046,3.006564800223209,-3.006564800223209,3.006564800223209,3.006564800223209,-3.006564800223209,3.006564800223209,-3.006564800223209,3.006564800223209,3.006564800223209,22.94000244140625,10.178494262695311,596.8900146484375,575.2714123535156,577.2240112304687,579.1766101074219,1.0,1.0494495725473605,-0.4026108836101195,1.0,-0.4026108836101195,1.0477087601049295,1.0,-0.4026108836101195,0.5564613067045113,-1.0,0.4026108836101195,1.0,0.0,4.0,0.975738227,0.230719217,0.997915804,0.6941099798,-0.4026108836101195,1
2024-01-19,593.8099975585938,612.0700073242188,589.1300048828125,611.5499877929688,611.5499877929688,3760100.0,3.006564800223209,1.4324998384612646,1.2676162105041155,1.3249611312595564,1.754172014305541,599.1139892578125,591.543994140625,596.2153340657552,589.2355000813802,568.6905001831054,599.847811175962,595.3596858457855,593.1865727887582,584.3698893600265,565.8887386919263,594.6024706861306,593.607503441523,0.994967244607551,-1.427051992388927,-1.3016042999570343,1.3016042999570343,-1.3016042999570343,-1.3016042999570343,1.3016042999570343,-1.3016042999570343,-1.3016042999570343,-1.3016042999570343,-1.3016042999570343,17.80999755859375,10.288494873046876,612.0700073242188,574.4973272705079,576.5330261230469,578.568724975586,0.0,1.0484003757294826,3.006564800223209,1.0,3.006564800223209,1.0482388714077115,1.0,3.006564800223209,1.130073776740025,1.0,-3.006564800223209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.006564800223209,-1
2024-01-22,615.0,620.9600219726562,603.1500244140625,603.5900268554688,603.5900268554688,4488000.0,-1.3016042999570343,1.6355405975035904,1.383424891232681,1.318281604670389,1.7645505000803996,600.5239990234375,595.4429992675781,596.4783345540365,590.3026672363281,569.4272006225586,601.0952164024643,596.8561114839097,593.8577633737073,585.0000578025,566.6352988535806,595.9851716352595,594.3469496203338,1.6382220149256457,-0.8139971909260129,-1.0619847735195267,1.0619847735195267,-1.0619847735195267,-1.0619847735195267,1.0619847735195267,-1.0619847735195267,-1.0619847735195267,-1.0619847735195267,-1.0619847735195267,12.97998046875,10.308493041992188,620.9600219726562,589.4353186035156,591.493017578125,593.5507165527343,0.0,1.0475058688835073,-1.3016042999570343,1.0,-1.3016042999570343,1.0480423026507584,1.0,-1.3016042999570343,1.182240255953661,1.0,-1.3016042999570343,1.0,2.0,0.0,0.805618823,0.2720045796666666,0.187390953,0.0941085666666666,1.3016042999570343,-1
2024-01-23,602.2100219726562,604.3200073242188,591.3400268554688,597.1799926757812,597.1799926757812,2723500.0,-1.0619847735195267,1.7387698988518965,1.2532580153092314,1.3332638826700536,1.708073094117107,600.4239990234375,597.1059997558593,596.0916666666667,591.5700002034505,569.9933004760742,599.7901418269033,596.9149989733409,594.0721007480346,585.3993999294928,567.2401442758023,596.1689902568783,594.5568046614782,1.612185595400092,-0.3287606336607919,1.5573173761730268,1.5573173761730268,1.5573173761730268,1.5573173761730268,-1.5573173761730268,1.5573173761730268,1.5573173761730268,1.5573173761730268,1.5573173761730268,19.489990234375,10.989993286132812,604.3200073242188,598.2813372802734,600.3430358886719,602.4047344970703,1.0,1.045787145513455,-1.0619847735195267,1.0,-1.0619847735195267,1.047302640236242,1.0,-1.0619847735195267,1.3873997832943195,1.0,-1.0619847735195267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0619847735195267,1
2024-01-24,601.7100219726562,616.9500122070312,597.4600219726562,606.47998046875,606.47998046875,2999000.0,1.5573173761730268,1.8575802790325515,1.3013364512333734,1.3773393308849469,1.7039299594481592,602.5,599.1339965820313,595.9739990234375,593.1066660563151,570.6045004272461,602.0200880408522,598.6540865179606,594.872609117113,586.0905665045503,568.0171707350686,597.75529644332,595.4400028694242,2.315293573895815,0.2000502078505294,2.654669097016193,2.654669097016193,2.654669097016193,2.654669097016193,-2.654669097016193,2.654669097016193,2.654669097016193,2.654669097016193,2.654669097016193,14.82000732421875,11.471493530273438,616.9500122070312,580.1420220947266,582.3400207519531,584.5380194091797,1.0,1.0444607404554218,1.5573173761730268,1.0,1.5573173761730268,1.0472792721165294,1.0,1.5573173761730268,1.4274404419179871,1.0,1.5573173761730268,0.0,0.0,1.0,0.002230105,0.002230105,0.970867395,0.970867395,1.5573173761730268,1
2024-01-25,615.4199829101562,627.0599975585938,612.239990234375,622.5800170898438,622.5800170898438,3806200.0,2.654669097016193,2.038368903254338,1.4906916865480746,1.4922626027469723,1.7194473707673044,608.2760009765625,602.2889953613281,595.8866658528646,595.0143330891927,571.2369003295898,608.8733977238494,603.0042557128485,596.6601838250313,587.2869419335764,569.0976231381335,601.5744842350929,597.450374293159,4.1241099419338525,0.984862154667194,-1.389383561408818,-1.389383561408818,-1.389383561408818,-1.389383561408818,1.389383561408818,-1.389383561408818,-1.389383561408818,-1.389383561408818,-1.389383561408818,9.5,11.642495727539062,627.0599975585938,591.7127264404297,594.0070251464844,596.3013238525391,0.0,1.043151563754114,2.654669097016193,1.0,2.654669097016193,1.0484320432317245,1.0,2.654669097016193,1.3673980486028565,1.0,2.654669097016193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654669097016193,1
2024-01-26,620.7000122070312,622.5,613.0,613.9299926757812,613.9299926757812,2137800.0,-1.389383561408818,1.882998856717612,1.590136212661453,1.5301460607213293,1.6764397555811752,608.752001953125,603.9329956054687,595.2289998372396,596.4641662597656,571.7441000366211,610.5589293744933,604.9907533424725,597.7743650412087,588.1604845808617,569.9853928319484,603.4753316875065,598.6710867659458,4.804244921560667,1.7487387080458887,2.655023860607644,2.655023860607644,-2.655023860607644,2.655023860607644,-2.655023860607644,2.655023860607644,2.655023860607644,2.655023860607644,2.655023860607644,20.53997802734375,12.398995971679687,622.5,601.4465069580078,603.7750061035156,606.1035052490234,1.0,1.0410758935669195,-1.389383561408818,1.0,-1.389383561408818,1.0487538322187382,1.0,-1.389383561408818,1.1841745642443968,1.0,-1.389383561408818,0.0,0.0,1.0,0.006552422,0.006552422,0.501592398,0.501592398,-1.389383561408818,-1
2024-01-29,615.7100219726562,636.25,615.7100219726562,630.22998046875,630.22998046875,3212200.0,2.655023860607644,1.9799164510557752,1.7446953414123598,1.6266774745997743,1.7022873704804709,614.0799926757812,607.3019958496094,595.4279988606771,598.1003326416015,572.3975997924805,617.1159464059123,609.5797037290683,599.8682757139534,589.5398123148908,571.1783549633702,607.5914315000055,601.0087825957831,6.58264890422231,2.715520747281173,-0.3601793894992759,-0.3601793894992759,0.3601793894992759,-0.3601793894992759,0.3601793894992759,-0.3601793894992759,-0.3601793894992759,-0.3601793894992759,-0.3601793894992759,9.5799560546875,12.487493896484375,636.25,595.2222088623047,597.7020080566406,600.1818072509766,0.0,1.040234967925348,2.655023860607644,1.0,2.655023860607644,1.0502293556842206,1.0,2.655023860607644,1.134820735781297,1.0,2.655023860607644,0.0,1.0,0.0,0.001409272,0.001409272,0.003887221,0.003887221,-2.655023860607644,-1
2024-01-30,630.0,630.469970703125,620.8900146484375,627.9600219726562,627.9600219726562,2007400.0,-0.3601793894992759,1.826480184342635,1.766378717515634,1.6331829566097644,1.6829821455937968,620.2359985351562,610.3299987792968,596.8719991048177,599.4913330078125,573.0577999877929,620.7306382614936,612.921579773357,601.6806464403213,590.7994913200635,572.3027444090986,610.7250608034901,603.0051706977737,7.719890105716445,3.716394618968228,-1.6211211414067574,-1.6211211414067574,1.6211211414067574,-1.6211211414067574,1.6211211414067574,-1.6211211414067574,-1.6211211414067574,-1.6211211414067574,-1.6211211414067574,13.760009765625,12.491494750976562,630.469970703125,608.7775134277343,611.2750122070313,613.7725109863281,0.0,1.0415563650255386,-0.3601793894992759,1.0,-0.3601793894992759,1.0513327994985509,1.0,-0.3601793894992759,1.0340252439813882,1.0,-0.3601793894992759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3601793894992759,1
2024-01-31,620.0,625.9299926757812,612.1699829101562,617.780029296875,617.780029296875,2666800.0,-1.6211211414067574,2.123241523446425,1.8808105097371053,1.5380266828632734,1.6711119070904457,622.4960083007812,612.4980041503907,597.9753336588542,600.4758331298829,573.6310000610351,619.7471019399541,613.8049342321784,602.7193163020345,591.6840991225818,573.2032847039061,611.8104405717031,604.0996046680774,7.710835903625707,4.515282875899723,1.6397331359489922,1.6397331359489922,-1.6397331359489922,1.6397331359489922,-1.6397331359489922,1.6397331359489922,1.6397331359489922,1.6397331359489922,1.6397331359489922,10.01995849609375,12.636993408203123,625.9299926757812,602.9886822509766,605.4869812011718,607.9852801513672,1.0,1.0424390132249282,-1.6211211414067574,1.0,-1.6211211414067574,1.05149313059742,1.0,-1.6211211414067574,1.1288970964667813,1.0,-1.6211211414067574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6211211414067574,1
2024-02-01,619.0,628.7999877929688,618.780029296875,627.9099731445312,627.9099731445312,1687600.0,1.6397331359489922,1.8878058652509355,1.8979586738277157,1.5065229470736925,1.6793111827351717,623.5619995117188,615.9190002441406,598.9346659342448,601.5466664632162,574.3064999389649,622.4680590081465,616.3694867616971,604.3445199692924,592.8718326970719,574.2865854651066,614.2872917367536,605.8633356663332,8.423956070420331,5.297017514803845,1.0909265522235974,1.0909265522235974,-1.0909265522235974,1.0909265522235974,-1.0909265522235974,1.0909265522235974,1.0909265522235974,1.0909265522235974,1.0909265522235974,21.239990234375,13.386492919921874,628.7999877929688,598.1286071777344,600.656005859375,603.1834045410156,1.0,1.0428833140455442,1.6397331359489922,1.0,1.6397331359489922,1.0523396075494995,1.0,1.6397331359489922,0.9946506693128864,-1.0,1.6397331359489922,0.0,0.0,1.0,0.019576734,0.019576734,0.7529369,0.7529369,1.6397331359489922,1
2024-02-02,624.7899780273438,638.25,617.010009765625,634.760009765625,634.760009765625,2542200.0,1.0909265522235974,1.685808070416786,1.7132832074095858,1.4796595773157373,1.6832389203938876,627.7280029296875,618.2400024414062,599.9386657714844,602.7018330891927,575.0091000366211,626.565375927306,619.7132182169566,606.3068096335719,594.2452155517785,575.4840790156119,617.4369406642722,608.0038300440585,9.43311062021371,6.124236135885819,-0.6711213214578436,-0.6711213214578436,0.6711213214578436,-0.6711213214578436,0.6711213214578436,-0.6711213214578436,-0.6711213214578436,-0.6711213214578436,-0.6711213214578436,10.050048828125,13.579995727539062,638.25,599.3497033691406,602.027001953125,604.7043005371094,0.0,1.0433550803513814,1.0909265522235974,1.0,1.0909265522235974,1.0535596582805271,1.0,1.0909265522235974,0.983963458654135,-1.0,-1.0909265522235974,0.0,0.0,1.0,0.01359148,0.01359148,0.977105737,0.977105737,1.0909265522235974,1
2024-02-05,633.030029296875,634.5900268554688,624.5399780273438,630.5,630.5,2131200.0,-0.6711213214578436,1.330957178456215,1.654870661060675,1.48916574514295,1.6304784579935934,627.7820068359375,620.9309997558594,601.0866658528646,603.4568328857422,575.8919998168946,627.8769172848707,621.674451268419,607.8676606249544,595.4338970090972,576.5735031935205,619.446642100538,609.6702130037579,9.776429096780134,6.854674728064682,-3.704993711588026,-3.704993711588026,3.704993711588026,-3.704993711588026,3.704993711588026,-3.704993711588026,-3.704993711588026,-3.704993711588026,-3.704993711588026,21.7900390625,13.987496948242187,634.5900268554688,608.374009399414,611.0900085449218,613.8060076904297,0.0,1.0437489425864237,-0.6711213214578436,1.0,-0.6711213214578436,1.054276093608364,1.0,-0.6711213214578436,0.8042665869749299,-1.0,0.6711213214578436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6711213214578436,1
2024-02-06,625.5800170898438,626.4600219726562,604.6699829101562,607.1400146484375,607.1400146484375,3436200.0,-3.704993711588026,2.1534946655070994,2.079622352910756,1.67197042213544,1.7042752335960631,623.6180053710938,621.927001953125,601.319999186198,603.8206665039063,576.4277999877929,620.9646164060597,619.0318264284224,607.8207157232437,595.8177041448132,577.1787806480734,617.5533148002149,609.4827909033638,8.070523896851114,7.097844561821969,1.4345885178632931,1.4345885178632931,-1.4345885178632931,1.4345885178632931,-1.4345885178632931,1.4345885178632931,1.4345885178632931,1.4345885178632931,1.4345885178632931,10.26995849609375,13.954995727539062,626.4600219726562,603.817533569336,606.6150329589843,609.4125323486328,1.0,1.0431835508261957,-3.704993711588026,1.0,-3.704993711588026,1.0530891572984797,1.0,-3.704993711588026,1.0355219843126555,1.0,3.704993711588026,0.0,0.0,1.0,0.00628102,0.00628102,0.961578727,0.961578727,-3.704993711588026,1
2024-02-07,613.25,620.4199829101562,610.1500244140625,615.8499755859375,615.8499755859375,2313800.0,1.4345885178632931,2.241951102407023,2.070968474440214,1.6857818853076345,1.7035279027145127,623.2319946289062,622.8640014648438,601.8899983723958,604.4558329264323,577.064700012207,619.2597361326857,618.4533080934251,608.3387324885788,596.4744999297681,577.9445468844667,617.2912626134031,609.9544342131841,7.336828400219019,7.1456413295013785,0.0016253578017075,0.0016253578017075,-0.0016253578017075,0.0016253578017075,-0.0016253578017075,0.0016253578017075,0.0016253578017075,0.0016253578017075,0.0016253578017075,8.83001708984375,13.985494995117188,620.4199829101562,595.7590313720704,598.5500305175781,601.3410296630859,1.0,1.0430199566177998,1.4345885178632931,1.0,1.4345885178632931,1.052590141680475,1.0,1.4345885178632931,1.0825616758908057,1.0,1.4345885178632931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4345885178632931,1
2024-02-08,615.8499755859375,621.3400268554688,612.510009765625,615.8599853515625,615.8599853515625,1815700.0,0.0016253578017075,2.045837750937161,1.87871207660639,1.681339042781396,1.6492181425366397,620.8219970703125,622.1919982910156,602.4766642252604,604.7664998372396,577.9343997192383,618.1264858723114,617.9817948676318,608.8239746087713,597.1100896157285,578.6953476461914,617.0710661115814,610.3918824456565,6.679183665924938,7.052349796786091,-1.84295731027477,1.84295731027477,-1.84295731027477,1.84295731027477,-1.84295731027477,1.84295731027477,1.84295731027477,1.84295731027477,-1.84295731027477,12.27001953125,13.93299560546875,621.3400268554688,589.6518939208985,592.4489929199219,595.2460919189454,1.0,1.0424654848680832,0.0016253578017075,1.0,0.0016253578017075,1.0520630191431921,1.0,0.0016253578017075,1.0889575770613336,1.0,0.0016253578017075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016253578017075,1
2024-02-09,616.0,628.0700073242188,615.7999877929688,627.2100219726562,627.2100219726562,2091400.0,1.84295731027477,2.2017756229433183,1.908613613502352,1.7099668001901402,1.657072519572647,619.3119995117188,623.5200012207031,603.5143310546875,605.3809997558594,578.8823001098633,621.154331239093,619.6596543412726,610.010171212893,598.0969726438245,579.6560342665174,618.6309054748236,611.6376705587676,6.993234916056053,7.040526820640084,2.450534044218057,-2.450534044218057,2.450534044218057,-2.450534044218057,2.450534044218057,-2.450534044218057,-2.450534044218057,-2.450534044218057,2.450534044218057,14.76995849609375,14.353494262695312,628.0700073242188,590.6874365234376,593.4740356445312,596.260634765625,0.0,1.0425510176078099,-1.84295731027477,1.0,1.84295731027477,1.0523657741004715,1.0,1.84295731027477,1.1535994542672297,1.0,1.84295731027477,0.0,1.0,0.0,0.003674016,0.003674016,0.013706815,0.013706815,1.84295731027477,1
