Date_SNPS_L01d,Open_SNPS_L01d,High_SNPS_L01d,Low_SNPS_L01d,Close_SNPS_L01d,Adj Close_SNPS_L01d,Volume_SNPS_L01d,Daily_Return_SNPS_L01d,Vol5_SNPS_L01d,Vol10_SNPS_L01d,Vol20_SNPS_L01d,Vol60_SNPS_L01d,SMA5_SNPS_L01d,SMA10_SNPS_L01d,SMA30_SNPS_L01d,SMA60_SNPS_L01d,SMA100_SNPS_L01d,EMA5_SNPS_L01d,EMA10_SNPS_L01d,EMA30_SNPS_L01d,EMA60_SNPS_L01d,EMA100_SNPS_L01d,Short12_SNPS_L01d,Long26_SNPS_L01d,MACD_SNPS_L01d,SIGNAL9_SNPS_L01d,Ret5/10_SNPS_L01d,Ret10/30_SNPS_L01d,Ret30/60_SNPS_L01d,Ret30/100_SNPS_L01d,Emaret5/10_SNPS_L01d,Emaret10/30_SNPS_L01d,Emaret30/60_SNPS_L01d,Emaret30/100_SNPS_L01d,RetMACD_SNPS_L01d,DayRange_SNPS_L01d,average20r_SNPS_L01d,PRVHI_SNPS_L01d,HitLevel_SNPS_L01d,hitlevel_2_SNPS_L01d,hitlevel_1.8_SNPS_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,511.2699890136719,515.0,491.5799865722656,494.3399963378906,494.3399963378906,2753100.0,-2.664067361604011,2.141754874638789,1.8544420463242277,2.054464326135076,1.7362114512369102,500.9499938964844,498.6769958496094,524.5153340657552,516.8841710408528,495.8055029296875,500.7673502210958,502.857958825293,514.0603069021522,510.41489214923257,496.6041844497518,504.32605807497833,513.0160924875281,-8.690034412549778,-8.16010174389533,4.646599787770905,-4.646599787770905,4.646599787770905,4.646599787770905,-4.646599787770905,-4.646599787770905,-4.646599787770905,4.646599787770905,-4.646599787770905,21.57000732421875,13.719004821777348,515.0,485.3342904663086,487.96299133300784,490.59169219970704,1.0,1.0045580567497452,2.664067361604011,1.0,-2.664067361604011,0.9958425464537123,-1.0,2.664067361604011,0.9026401786264467,-1.0,2.664067361604011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.664067361604011,1
2024-01-19,498.0,517.7000122070312,496.1300048828125,517.3099975585938,517.3099975585938,2695700.0,4.646599787770905,2.999253876557721,2.33766787818288,2.36608680193198,1.8323636215731125,504.7199951171875,501.3899963378906,523.9019999186198,517.7090042114257,496.5562030029297,506.2815660002618,505.4856022313477,514.2699643638581,510.6409611790477,497.014200550917,506.3235872263037,513.3341595298293,-7.010572303525578,-7.93019585582138,4.716712325146742,-4.716712325146742,4.716712325146742,4.716712325146742,-4.716712325146742,4.716712325146742,-4.716712325146742,4.716712325146742,4.716712325146742,19.5,14.106504821777346,517.7000122070312,484.8181893920898,487.5619903564453,490.3057913208008,1.0,1.0066415341423223,-4.646599787770905,1.0,4.646599787770905,1.001574651711939,1.0,-4.646599787770905,0.9879890612103093,-1.0,-4.646599787770905,1.0,0.0,0.0,0.977068961,0.977068961,0.018956086,0.018956086,4.646599787770905,1
2024-01-22,524.1500244140625,542.5,523.0,541.7100219726562,541.7100219726562,3231500.0,4.716712325146742,3.271493797309852,2.588220094304333,2.6112640968336893,1.923340417594456,514.1820007324219,507.0799987792969,524.3760009765625,518.9370045979817,497.53650329589846,518.0910513243933,512.071860366131,516.0402906612,511.6596189099856,497.8992663216445,511.767654110358,515.436075266335,-3.6684211559770574,-7.077840915852516,1.3272788299584344,-1.3272788299584344,1.3272788299584344,1.3272788299584344,-1.3272788299584344,1.3272788299584344,-1.3272788299584344,1.3272788299584344,1.3272788299584344,11.57000732421875,14.359504699707037,542.5,486.66570159912106,489.48700256347655,492.308303527832,1.0,1.014005683462613,4.716712325146742,1.0,4.716712325146742,1.011754582557922,1.0,4.716712325146742,0.9911751543793297,-1.0,-4.716712325146742,1.0,0.0,0.0,0.940714896,0.940714896,0.040573496,0.040573496,4.716712325146742,1
2024-01-23,545.6400146484375,549.3200073242188,537.75,548.9000244140625,548.9000244140625,1860700.0,1.3272788299584344,3.203639674895433,2.4958723174238973,2.6063218539854955,1.887385863698545,522.0260070800781,511.9720001220703,524.8676676432292,520.497671508789,498.5098034667969,528.3607090209498,518.7678901930276,518.1602734839653,512.8806158117586,498.90918232347457,517.4803264647741,517.9148863143148,-0.434559849540733,-5.749184702590159,-1.5376210723283803,1.5376210723283803,-1.5376210723283803,-1.5376210723283803,1.5376210723283803,-1.5376210723283803,-1.5376210723283803,-1.5376210723283803,-1.5376210723283803,15.67999267578125,13.19100494384766,549.3200073242188,510.9090896606445,513.7809906005859,516.6528915405273,0.0,1.0196378062777078,1.3272788299584344,1.0,1.3272788299584344,1.0184915431530521,1.0,1.3272788299584344,0.957622449279354,-1.0,-1.3272788299584344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3272788299584344,1
2024-01-24,552.47998046875,554.5700073242188,538.8900146484375,540.4600219726562,540.4600219726562,1375800.0,-1.5376210723283803,3.41468505698097,2.616567957929952,2.1852516025995974,1.9006485084207605,528.5440124511719,515.8310028076172,525.0186686197917,521.9463383992513,499.34160369873047,532.3938133381853,522.71191415296,519.5989669348486,513.7848586367061,499.73197122741874,521.0156642352175,519.5848963630808,1.4307678721366983,-4.313194187644787,-0.6994096035222093,0.6994096035222093,-0.6994096035222093,-0.6994096035222093,0.6994096035222093,-0.6994096035222093,-0.6994096035222093,-0.6994096035222093,-0.6994096035222093,12.57000732421875,13.048503112792972,554.5700073242188,520.2997964477539,522.9379974365235,525.576198425293,0.0,1.0246456873944354,-1.5376210723283803,1.0,-1.5376210723283803,1.0185224383127263,1.0,-1.5376210723283803,1.197376061784948,1.0,1.5376210723283803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5376210723283803,1
2024-01-25,545.0,546.2000122070312,533.6300048828125,536.6799926757812,536.6799926757812,1258700.0,-0.6994096035222093,2.9223641951457977,2.658127864477437,2.182944939670474,1.9041210497845815,537.01201171875,518.9810028076172,524.3740010579427,523.274338277181,500.1195034790039,533.8225397840506,525.251564793473,520.700968595554,514.5355187691348,500.4636152164952,523.4255609183812,520.8511997936512,2.5743611247299896,-2.935683125169832,-1.5931258682367098,1.5931258682367098,-1.5931258682367098,-1.5931258682367098,1.5931258682367098,-1.5931258682367098,-1.5931258682367098,-1.5931258682367098,-1.5931258682367098,7.44000244140625,13.00150299072266,546.2000122070312,525.8633004760742,528.4730010986328,531.0827017211914,0.0,1.0347431000625986,-0.6994096035222093,1.0,-0.6994096035222093,1.0163178476087886,1.0,-0.6994096035222093,1.2176797573642395,1.0,-0.6994096035222093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6994096035222093,1
2024-01-26,530.7999877929688,532.8599853515625,525.4199829101562,528.1300048828125,528.1300048828125,1028100.0,-1.5931258682367098,2.665536245358109,2.6809602551285483,2.215462768231156,1.9178646920980316,539.1760131835938,521.9480041503906,523.0763346354166,524.3941716512044,500.7963034057617,531.9250281503046,525.7749175369893,521.180261259248,514.9812396253209,501.0114645168183,524.1493215282936,521.3903705409965,2.758950987297112,-1.7967563026764428,2.2286216314980374,-2.2286216314980374,-2.2286216314980374,2.2286216314980374,-2.2286216314980374,2.2286216314980374,2.2286216314980374,2.2286216314980374,2.2286216314980374,11.44000244140625,13.282502746582034,532.8599853515625,517.5967056274415,520.1970062255859,522.7973068237304,1.0,1.033007136527414,-1.5931258682367098,1.0,-1.5931258682367098,1.0116972309027705,1.0,-1.5931258682367098,1.2101129811669322,1.0,-1.5931258682367098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5931258682367098,1
2024-01-29,529.4099731445312,540.3499755859375,528.9099731445312,539.9000244140625,539.9000244140625,1074200.0,2.2286216314980374,1.7396035882261471,2.6737825943241558,2.2637365479824023,1.923931647629699,538.814013671875,526.4980072021484,522.1366678873698,525.5685053507488,501.5268035888672,534.5833602382239,528.3431187873662,522.3879879143974,515.7982489626567,501.781535009833,526.5725065876427,522.7614560130754,3.8110505745672754,-0.6751949272276992,0.6075140050749956,0.6075140050749956,-0.6075140050749956,0.6075140050749956,-0.6075140050749956,0.6075140050749956,0.6075140050749956,0.6075140050749956,0.6075140050749956,7.02001953125,13.251002502441407,540.3499755859375,503.638479309082,506.2949798583985,508.9514804077148,1.0,1.023392313553426,2.2286216314980374,1.0,2.2286216314980374,1.0118109638016677,1.0,2.2286216314980374,1.1811368229696229,1.0,2.2286216314980374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2286216314980374,1
2024-01-30,539.9000244140625,543.6400146484375,536.6199951171875,543.1799926757812,543.1799926757812,1013500.0,0.6075140050749956,1.622476079749751,2.562375067322288,2.258605313471442,1.91992689920911,537.6700073242188,529.8480072021484,521.8610005696614,526.6985051472982,502.30170349121096,537.4489043840764,531.0407322216234,523.7294075764222,516.6960110516115,502.6013064487626,529.1275044473564,524.2739402103128,4.853564237043543,0.4305569056265491,-1.8097163412480823,-1.8097163412480823,1.8097163412480823,-1.8097163412480823,1.8097163412480823,-1.8097163412480823,-1.8097163412480823,-1.8097163412480823,-1.8097163412480823,8.1099853515625,13.022001647949224,543.6400146484375,511.1977700805664,513.8479705810547,516.498171081543,0.0,1.0147627244336999,0.6075140050749956,1.0,0.6075140050749956,1.012067195176619,1.0,0.6075140050749956,1.1344943944119021,1.0,0.6075140050749956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6075140050749956,1
2024-01-31,538.0,539.239990234375,531.1300048828125,533.3499755859375,533.3499755859375,1439900.0,-1.8097163412480823,1.682075702043616,2.6660799834662434,2.173814811683103,1.9370734244522931,536.247998046875,532.3960052490235,521.0969991048177,527.6103378295899,503.0543032836914,536.0825947846968,531.4605946514987,524.3500893834878,517.2420426756878,503.2101909861325,529.7771153917536,524.9462391270258,4.830876264727749,1.3106207774467893,1.2468406709415882,1.2468406709415882,-1.2468406709415882,1.2468406709415882,-1.2468406709415882,1.2468406709415882,1.2468406709415882,1.2468406709415882,1.2468406709415882,11.2099609375,13.222500610351569,539.239990234375,514.9916110229492,517.5960113525391,520.2004116821289,1.0,1.0072352022927928,-1.8097163412480823,1.0,-1.8097163412480823,1.008696788020999,1.0,-1.8097163412480823,1.226452211631587,1.0,-1.8097163412480823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8097163412480823,1
2024-02-01,534.0,542.219970703125,531.010009765625,540.0,540.0,974200.0,1.2468406709415882,1.775601735400006,2.4224531067078194,2.145395685167341,1.928516321247069,536.9119995117187,536.9620056152344,520.4406656901042,528.4780044555664,503.862903137207,537.3883965231312,533.0132138057716,525.359761036166,517.9882052109111,503.938702055714,531.3498668699453,526.0613325250239,5.288534344921459,2.1062034909417235,-2.231479220920139,2.231479220920139,-2.231479220920139,2.231479220920139,-2.231479220920139,2.231479220920139,2.231479220920139,2.231479220920139,2.231479220920139,11.22998046875,13.485998535156252,542.219970703125,510.1504888916015,512.7949890136719,515.4394891357422,1.0,0.9999068721753257,1.2468406709415882,-1.0,1.2468406709415882,1.0082083944713496,1.0,1.2468406709415882,1.1291404767223012,1.0,1.2468406709415882,0.0,0.0,2.0,0.020291107,0.010869954,0.99679935,0.9369763135,1.2468406709415882,1
2024-02-02,541.1799926757812,552.4099731445312,541.1799926757812,552.0499877929688,552.0499877929688,1274100.0,2.231479220920139,1.664818084785913,2.109018605384012,2.1676029562045147,1.9463338425353265,541.69599609375,540.4360046386719,520.2206644694011,529.5131708780924,504.7652029418945,542.275593613077,536.4744454398074,527.0817111495081,519.1049849676999,504.8914007831844,534.5345008581028,527.9864181004273,6.548082757675502,2.9945793442884794,1.284308851054204,1.284308851054204,-1.284308851054204,1.284308851054204,-1.284308851054204,1.284308851054204,1.284308851054204,1.284308851054204,1.284308851054204,11.3800048828125,13.129998779296878,552.4099731445312,512.5507739257812,515.2479736328125,517.9451733398438,1.0,1.0023314350714299,2.231479220920139,1.0,-2.231479220920139,1.010813465995596,1.0,2.231479220920139,0.9729727482365663,-1.0,2.231479220920139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.231479220920139,1
2024-02-05,555.010009765625,561.6799926757812,550.2999877929688,559.1400146484375,559.1400146484375,1237100.0,1.284308851054204,1.5241702381611484,1.594007570583336,2.1336341593587025,1.93960472768546,545.543994140625,542.17900390625,520.4679992675781,530.5151713053385,505.8130032348633,547.8970672915306,540.5954580231946,529.1499887946004,520.4176088916586,505.9656307607141,538.3199645181543,530.2940919187984,8.025872599355921,4.000837995301968,-2.9885219327689816,-2.9885219327689816,2.9885219327689816,-2.9885219327689816,2.9885219327689816,-2.9885219327689816,-2.9885219327689816,-2.9885219327689816,-2.9885219327689816,29.3800048828125,13.982498168945318,561.6799926757812,523.5239758300781,526.1499755859375,528.7759753417969,0.0,1.0062064193008788,1.284308851054204,1.0,1.284308851054204,1.0135066049112507,1.0,1.284308851054204,0.7470857005131752,-1.0,-1.284308851054204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.284308851054204,1
2024-02-06,561.27001953125,563.5900268554688,534.2100219726562,542.4299926757812,542.4299926757812,1341800.0,-2.9885219327689816,2.2577446361185944,1.856257079949788,2.209828606477364,1.975963868759791,545.393994140625,541.5320007324219,519.8836649576823,531.1196711222331,506.5687033081055,546.0747090862808,540.9290097782103,530.0067632385476,521.1393263927773,506.68769733328975,538.9522765424045,531.1930475304267,7.759229011977823,4.752516198637139,2.184620463672756,2.184620463672756,-2.184620463672756,2.184620463672756,-2.184620463672756,2.184620463672756,2.184620463672756,2.184620463672756,2.184620463672756,13.27001953125,14.203999328613287,563.5900268554688,530.9184967041016,533.7149963378906,536.5114959716797,1.0,1.0071316070019494,-2.9885219327689816,1.0,-2.9885219327689816,1.00951270724079,1.0,-2.9885219327689816,0.8400004753802169,-1.0,2.9885219327689816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9885219327689816,1
2024-02-07,546.0,559.27001953125,546.0,554.280029296875,554.280029296875,1044600.0,2.184620463672756,2.165241671514453,1.9090573462616096,2.244194294606883,1.9930407955281404,549.5800048828125,542.9140014648438,520.8776652018229,531.9381713867188,507.4500036621094,548.8098158231455,543.356467872513,531.572780403601,522.2259068158625,507.6301197484102,541.3103923507846,532.9031943279414,8.407198022843204,5.483452563478352,2.9605925303402896,2.9605925303402896,-2.9605925303402896,2.9605925303402896,-2.9605925303402896,2.9605925303402896,2.9605925303402896,2.9605925303402896,2.9605925303402896,11.58001708984375,14.405500793457032,559.27001953125,532.3412283325196,535.1820281982422,538.0228280639649,1.0,1.0122781939680745,2.184620463672756,1.0,2.184620463672756,1.0100364093796192,1.0,2.184620463672756,0.8506649138398332,-1.0,-2.184620463672756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.184620463672756,1
2024-02-08,563.25,573.5800170898438,562.0,570.6900024414062,570.6900024414062,1513600.0,2.9605925303402896,2.380256439891541,2.048465004301727,2.309667460293279,1.998826850619701,555.7180053710938,546.3150024414062,522.5589986165364,532.8025044759114,508.6376037597656,556.1032113625658,548.3262014304936,534.0964721479755,523.8148935576835,508.8788302967864,545.8303323647264,535.702217151161,10.128115213565366,6.412385093495754,0.8077915035905707,0.8077915035905707,-0.8077915035905707,0.8077915035905707,-0.8077915035905707,0.8077915035905707,0.8077915035905707,0.8077915035905707,0.8077915035905707,11.52996826171875,14.15399932861328,573.5800170898438,527.5779177856446,530.459017944336,533.3401181030273,1.0,1.0172116871908456,2.9605925303402896,1.0,2.9605925303402896,1.0141831813102917,1.0,2.9605925303402896,0.8869090635418205,-1.0,-2.9605925303402896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9605925303402896,1
2024-02-09,574.3400268554688,582.8499755859375,571.3200073242188,575.2999877929688,575.2999877929688,999900.0,0.8077915035905707,2.3000254717431328,1.8930720662032996,2.262845207835423,1.9989687338897104,560.3680053710938,551.0320007324219,524.4656656901042,533.6761708577474,509.7905035400391,562.5021368393668,553.2305262236708,536.7547634799106,525.5029294342502,510.1941007422553,550.3641255075329,538.6353853468505,11.728740160682378,7.475656106933078,-1.1072475668954556,-1.1072475668954556,1.1072475668954556,-1.1072475668954556,1.1072475668954556,-1.1072475668954556,-1.1072475668954556,-1.1072475668954556,-1.1072475668954556,12.59002685546875,14.309001159667968,582.8499755859375,542.4412185668946,545.2720184326172,548.1028182983398,0.0,1.0169427630813865,0.8077915035905707,1.0,0.8077915035905707,1.0167590365610943,1.0,0.8077915035905707,0.836589290176928,-1.0,-0.8077915035905707,0.0,0.0,1.0,0.002935874,0.002935874,0.995634973,0.995634973,0.8077915035905707,1
