Date_AMAT_L01d,Open_AMAT_L01d,High_AMAT_L01d,Low_AMAT_L01d,Close_AMAT_L01d,Adj Close_AMAT_L01d,Volume_AMAT_L01d,Daily_Return_AMAT_L01d,Vol5_AMAT_L01d,Vol10_AMAT_L01d,Vol20_AMAT_L01d,Vol60_AMAT_L01d,SMA5_AMAT_L01d,SMA10_AMAT_L01d,SMA30_AMAT_L01d,SMA60_AMAT_L01d,SMA100_AMAT_L01d,EMA5_AMAT_L01d,EMA10_AMAT_L01d,EMA30_AMAT_L01d,EMA60_AMAT_L01d,EMA100_AMAT_L01d,Short12_AMAT_L01d,Long26_AMAT_L01d,MACD_AMAT_L01d,SIGNAL9_AMAT_L01d,Ret5/10_AMAT_L01d,Ret10/30_AMAT_L01d,Ret30/60_AMAT_L01d,Ret30/100_AMAT_L01d,Emaret5/10_AMAT_L01d,Emaret10/30_AMAT_L01d,Emaret30/60_AMAT_L01d,Emaret30/100_AMAT_L01d,RetMACD_AMAT_L01d,DayRange_AMAT_L01d,average20r_AMAT_L01d,PRVHI_AMAT_L01d,HitLevel_AMAT_L01d,hitlevel_2_AMAT_L01d,hitlevel_1.8_AMAT_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-22,168.1799926757812,171.9100036621094,167.6399993896484,168.3000030517578,168.3000030517578,7176400.0,0.2143626325581498,2.355932988245033,2.013990864237585,2.15709679062313,2.050052952098923,160.74199829101562,155.9309982299805,156.97733306884766,150.86049931844076,147.1646990966797,162.3798175028409,158.8807412116398,155.68095384210807,152.2418509717287,148.50294038333325,158.25826077447928,156.17572941228957,2.0825313621897124,0.7727951940244189,-0.7427213174889745,0.7427213174889745,-0.7427213174889745,-0.7427213174889745,0.7427213174889745,-0.7427213174889745,-0.7427213174889745,-0.7427213174889745,-0.7427213174889745,3.2899932861328125,3.414000701904308,171.9100036621094,160.88469589233398,161.55699615478517,162.22929641723633,0.0,1.0405462912958767,0.2143626325581498,1.0,0.2143626325581498,1.048335833891545,1.0,0.2143626325581498,0.9336580875704676,-1.0,-0.2143626325581498,0.0,0.0,1.0,0.378191173,0.378191173,0.515200973,0.515200973,0.2143626325581498,1
2024-01-23,167.7599945068359,168.0,164.7100067138672,167.0500030517578,167.0500030517578,5053600.0,-0.7427213174889745,2.707557111886965,2.098114580274611,2.0885321117403786,1.989730343618232,163.4,157.47999877929686,157.59933319091795,151.47616602579754,147.33539916992189,163.93654601914653,160.3660615462067,156.41444088789194,152.72736415468046,148.8702089510248,159.6108365094452,156.98123116336131,2.6296053460838777,1.1441572244363107,4.244235982260876,-4.244235982260876,4.244235982260876,4.244235982260876,-4.244235982260876,4.244235982260876,4.244235982260876,4.244235982260876,4.244235982260876,5.290008544921875,3.570500946044932,168.0,164.3992021179199,165.08200225830078,165.76480239868164,1.0,1.0404233043769908,-0.7427213174889745,1.0,-0.7427213174889745,1.0506765724991294,1.0,-0.7427213174889745,1.0045881356002935,1.0,0.7427213174889745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7427213174889745,1
2024-01-24,171.3899993896484,175.9600067138672,170.6699981689453,174.1399993896484,174.1399993896484,9729000.0,4.244235982260876,2.642404628389759,2.2665972453803773,2.2769662464773632,2.049547467537066,167.55400085449216,159.79099884033204,158.4799997965495,152.1978327433268,147.56729919433593,167.33769714264716,162.8704138813779,157.5580253073601,153.4294177689417,149.37060084089856,161.84609233716876,158.25225103197516,3.5938413051935925,1.634094040587767,-0.8671152590607332,-0.8671152590607332,-0.8671152590607332,-0.8671152590607332,0.8671152590607332,-0.8671152590607332,-0.8671152590607332,-0.8671152590607332,-0.8671152590607332,5.97000122070321,3.7255012512207175,175.9600067138672,160.14489791870116,160.85899810791014,161.57309829711912,0.0,1.041276323979049,4.244235982260876,1.0,4.244235982260876,1.0548128240789656,1.0,4.244235982260876,0.9954461331550138,-1.0,4.244235982260876,0.0,0.0,2.0,0.021705905,0.012429272,0.97588855,0.9692950545,4.244235982260876,1
2024-01-25,177.1699981689453,178.3999938964844,172.4299926757812,172.6300048828125,172.6300048828125,7234400.0,-0.8671152590607332,2.752830878502262,2.2732507596739966,2.280815196910246,2.0570494896792315,170.01200256347653,162.0729995727539,159.06299997965496,152.88666610717777,147.7659992980957,169.10179972270228,164.64488497254783,158.53041108642157,154.0589452152981,149.8311830991543,163.50515580572932,159.3172698357409,4.187885969988429,2.1448524264678994,-3.3192439461597862,-3.3192439461597862,-3.3192439461597862,-3.3192439461597862,3.3192439461597862,-3.3192439461597862,-3.3192439461597862,-3.3192439461597862,-3.3192439461597862,2.950012207031307,3.800001525878924,178.3999938964844,167.7639039611816,168.50900421142575,169.2541044616699,0.0,1.0403981199259549,-0.8671152590607332,1.0,-0.8671152590607332,1.058060196865097,1.0,-0.8671152590607332,0.9966834501775959,-1.0,0.8671152590607332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8671152590607332,1
2024-01-26,169.0700073242188,169.5700073242188,166.6199951171875,166.8999938964844,166.8999938964844,6653700.0,-3.3192439461597862,2.7539119434130277,2.7285879756362696,2.4182001381824594,2.113093498350051,169.8040008544922,163.56799926757813,159.385666402181,153.4844993591309,147.89509918212892,168.36786444729634,165.05490477689992,159.07038417094174,154.47996320484518,150.16917935256674,164.02743858892242,159.87895309949968,4.14848548942274,2.5455790390588677,0.9466757871990364,0.9466757871990364,0.9466757871990364,0.9466757871990364,-0.9466757871990364,0.9466757871990364,0.9466757871990364,0.9466757871990364,0.9466757871990364,2.4299926757812216,3.8135017395019686,169.5700073242188,170.0399905395508,170.79999084472655,171.55999114990234,1.0,1.038447967499586,-3.3192439461597862,1.0,-3.3192439461597862,1.0592745119654465,1.0,-3.3192439461597862,1.1283549002222375,1.0,3.3192439461597862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3192439461597862,1
2024-01-29,166.3099975585938,168.5099945068359,166.0800018310547,168.4799957275391,168.4799957275391,5370700.0,0.9466757871990364,2.7936055197942133,2.682157403807819,2.4179302432277057,2.1128247637519384,169.83999938964843,165.29099884033204,159.76866607666017,154.08666585286457,148.04379913330078,168.40524154071062,165.677648586107,159.6774558842706,154.93898066460562,150.5317697758335,164.71244737947885,160.51606736824334,4.1963800112355045,2.875739233494195,-1.3295289002722,-1.3295289002722,-1.3295289002722,-1.3295289002722,1.3295289002722,-1.3295289002722,-1.3295289002722,-1.3295289002722,-1.3295289002722,3.3499908447265057,3.838001251220713,168.5099945068359,161.18030349731447,161.94300384521486,162.70570419311525,0.0,1.0368753531809252,0.9466757871990364,1.0,0.9466757871990364,1.0607558532132886,1.0,0.9466757871990364,1.1092782396515275,1.0,0.9466757871990364,0.0,0.0,1.0,0.008936819,0.008936819,0.948968053,0.948968053,0.9466757871990364,1
2024-01-30,167.3300018310547,169.1699981689453,165.8200073242188,166.2400054931641,166.2400054931641,5255300.0,-1.3295289002722,2.847170900150884,2.7797166164309104,2.435169268759964,2.1113828490026614,169.6779998779297,166.53899993896485,159.91866607666014,154.60249938964844,148.1743992614746,167.68349619152846,165.77989529648102,160.10084618161858,155.30950606882064,150.8428239484539,164.9474563200458,160.94006278490414,4.007393535141659,3.102070093823688,-1.1669889180111055,-1.1669889180111055,-1.1669889180111055,-1.1669889180111055,1.1669889180111055,-1.1669889180111055,-1.1669889180111055,-1.1669889180111055,-1.1669889180111055,5.6599884033203125,3.787000274658209,169.1699981689453,160.06639175415037,160.83399200439447,161.60159225463863,0.0,1.0343860332659516,-1.3295289002722,1.0,-1.3295289002722,1.0613752911197707,1.0,-1.3295289002722,1.1414880485274834,1.0,-1.3295289002722,0.0,1.0,0.0,0.002704161,0.002704161,0.093535587,0.093535587,-1.3295289002722,1
2024-01-31,164.0,166.6199951171875,160.9600067138672,164.3000030517578,164.3000030517578,6049400.0,-1.1669889180111055,1.5177428635498575,2.833319848443532,2.172874460087069,2.103670165270793,167.71000061035156,167.6320007324219,159.99699961344402,155.03233286539714,148.3350993347168,166.55566514493825,165.51082397925862,160.3717595280792,155.60427646170382,151.10930274257873,164.84784812492458,161.18894724911553,3.658900875809053,3.2134362502207607,1.6250749356980725,1.6250749356980725,1.6250749356980725,1.6250749356980725,-1.6250749356980725,1.6250749356980725,1.6250749356980725,1.6250749356980725,1.6250749356980725,2.9100036621094034,3.810500335693368,166.6199951171875,160.83859756469724,161.5959976196289,162.35339767456054,1.0,1.0320234279926455,-1.1669889180111055,1.0,-1.1669889180111055,1.0612964034469767,1.0,-1.1669889180111055,1.3039500903011203,1.0,-1.1669889180111055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1669889180111055,1
2024-02-01,165.4600067138672,167.7400054931641,164.8300018310547,166.9700012207031,166.9700012207031,4082600.0,1.6250749356980725,1.9735268348002448,2.530399464582483,2.1250325756082464,2.1092340940461045,166.5779998779297,168.2950012207031,160.2173329671224,155.48599955240886,148.52949935913085,166.6937771701932,165.77612893224853,160.79745254050655,155.97692317511363,151.42337597976933,165.17433321658282,161.61717346923314,3.5571597473496865,3.282180949646546,-0.7246759574965291,0.7246759574965291,0.7246759574965291,0.7246759574965291,-0.7246759574965291,0.7246759574965291,0.7246759574965291,0.7246759574965291,0.7246759574965291,3.7199859619140057,3.833999633789068,167.7400054931641,158.2368943786621,158.99899444580078,159.76109451293945,1.0,1.030429321150029,1.6250749356980725,1.0,1.6250749356980725,1.0619064031566012,1.0,1.6250749356980725,1.1907579646670634,1.0,1.6250749356980725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6250749356980725,1
2024-02-02,165.9199981689453,169.1799926757812,165.4600067138672,168.1799926757812,168.1799926757812,4740800.0,0.7246759574965291,1.328886585638493,2.0429083698683037,2.0764155171247296,2.1098347307195047,166.83399963378906,168.31900024414062,160.4123326619466,155.94966608683268,148.74419921875,167.18918233872256,166.2131950674363,161.27374545245976,156.37702381447977,151.75519017176956,165.6367423641518,162.10330822527374,3.5334341388780786,3.332431587492853,-1.7302912289450108,1.7302912289450108,1.7302912289450108,1.7302912289450108,-1.7302912289450108,1.7302912289450108,1.7302912289450108,1.7302912289450108,1.7302912289450108,4.0,3.8604995727539135,169.1799926757812,159.30520629882812,160.07200622558597,160.83880615234378,1.0,1.028616070089109,0.7246759574965291,1.0,0.7246759574965291,1.0627230954665623,1.0,0.7246759574965291,0.9838629855247739,-1.0,0.7246759574965291,0.0,1.0,0.0,0.001079521,0.001079521,0.00245736,0.00245736,0.7246759574965291,1
2024-02-05,168.6000061035156,172.2799987792969,168.2799987792969,171.0899963378906,171.0899963378906,5749100.0,1.7302912289450108,1.482222310772802,2.11291127144068,2.081118808939041,2.115989188581779,167.3559997558594,168.5979995727539,160.8846659342448,156.43883260091147,149.01539916992186,168.48945367177856,167.0998862075189,161.90705196119723,156.85941635623095,152.13805762060363,166.4757045139578,162.76898882620833,3.706715687749466,3.407288407544176,1.3969252678738329,-1.3969252678738329,-1.3969252678738329,-1.3969252678738329,1.3969252678738329,-1.3969252678738329,-1.3969252678738329,-1.3969252678738329,-1.3969252678738329,5.210006713867188,3.967500305175787,172.2799987792969,160.6868936157226,161.45899353027335,162.23109344482415,0.0,1.0284189881720418,1.7302912289450108,1.0,1.7302912289450108,1.0642113780955134,1.0,1.7302912289450108,1.015276620616315,1.0,-1.7302912289450108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7302912289450108,1
2024-02-06,170.9900054931641,172.7100067138672,167.5,168.6999969482422,168.6999969482422,4550100.0,-1.3969252678738329,1.501121754050815,2.1545291085098404,2.118243632968471,2.119266695835059,167.84799804687498,168.76299896240235,161.12833251953126,156.84666595458984,149.25659912109376,168.5596347639331,167.39081543310493,162.34530647649046,157.24763211334607,152.46601681521034,166.81790335000153,163.2083227611738,3.6095805888277255,3.4477468438008856,-1.3040883153763088,1.3040883153763088,1.3040883153763088,1.3040883153763088,-1.3040883153763088,1.3040883153763088,1.3040883153763088,1.3040883153763088,1.3040883153763088,4.080001831054716,4.033499908447273,172.7100067138672,163.55149810791016,164.34499816894532,165.13849822998048,1.0,1.0272984225637352,-1.3969252678738329,1.0,-1.3969252678738329,1.0647966666122974,1.0,-1.3969252678738329,1.0171299821118873,1.0,-1.3969252678738329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3969252678738329,1
2024-02-07,170.4900054931641,172.9100036621094,168.8300018310547,170.8999938964844,170.8999938964844,5103400.0,1.3040883153763088,1.2876739739092462,1.6766717649120595,2.11321130823539,2.119007645243304,169.1679962158203,168.43899841308593,161.42333221435547,157.30883255004883,149.5198989868164,169.33975447478355,168.0288478809921,162.89722179390944,157.69525053246537,152.8310460643445,167.44591728022968,163.7780761786042,3.66784110162547,3.4917656953658027,1.74956442360968,1.74956442360968,1.74956442360968,1.74956442360968,-1.74956442360968,1.74956442360968,1.74956442360968,1.74956442360968,1.74956442360968,5.6199951171875,4.131500244140632,172.9100036621094,163.8363069152832,164.64300689697265,165.44970687866208,1.0,1.0261555539991538,1.3040883153763088,1.0,1.3040883153763088,1.0658647309482323,1.0,1.3040883153763088,0.7934236194827781,-1.0,1.3040883153763088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3040883153763088,1
2024-02-08,169.9900054931641,175.0,169.3800048828125,173.8899993896484,173.8899993896484,7327900.0,1.74956442360968,1.3087091540552944,1.7588112116337096,2.0982600520560646,2.02728392442039,170.55199584960934,168.56499786376952,161.74366556803386,157.69566599527994,149.8762989807129,170.8565027797385,169.09451179165686,163.60643325169906,158.226225904832,153.24805504108318,168.43731452783254,164.52710752757045,3.9102070002620906,3.5754539563450605,6.8721588304022765,6.8721588304022765,6.8721588304022765,6.8721588304022765,-6.8721588304022765,6.8721588304022765,6.8721588304022765,6.8721588304022765,6.8721588304022765,7.5399932861328125,4.310499572753917,175.0,163.82070312500002,164.64700317382812,165.47330322265626,1.0,1.0256696945170014,1.74956442360968,1.0,1.74956442360968,1.0675922327878091,1.0,1.74956442360968,0.8382236557905526,-1.0,-1.74956442360968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74956442360968,1
2024-02-09,179.0399932861328,186.1499938964844,178.6100006103516,185.8399963378906,185.8399963378906,9539900.0,6.8721588304022765,2.995135732217712,2.401270192155027,2.502484063224257,2.195905690687367,174.08399658203126,170.45899810791016,162.46466522216798,158.2973325093587,150.3319989013672,175.85100063245588,172.13914534551753,165.04085667661465,159.13159542722738,153.89344001725755,171.1146501909184,166.1058400320386,5.008810158879811,3.862125196852011,-0.1614308317205971,-0.1614308317205971,-0.1614308317205971,-0.1614308317205971,0.1614308317205971,-0.1614308317205971,-0.1614308317205971,-0.1614308317205971,-0.1614308317205971,3.5700073242187784,4.387500000000012,186.1499938964844,165.5169009399414,166.37900085449218,167.24110076904296,0.0,1.026325981914843,6.8721588304022765,1.0,6.8721588304022765,1.0724359443658356,1.0,6.8721588304022765,0.9595546391057437,-1.0,-6.8721588304022765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8721588304022765,1
