Date_MU_L01d,Open_MU_L01d,High_MU_L01d,Low_MU_L01d,Close_MU_L01d,Adj Close_MU_L01d,Volume_MU_L01d,Daily_Return_MU_L01d,Vol5_MU_L01d,Vol10_MU_L01d,Vol20_MU_L01d,Vol60_MU_L01d,SMA5_MU_L01d,SMA10_MU_L01d,SMA30_MU_L01d,SMA60_MU_L01d,SMA100_MU_L01d,EMA5_MU_L01d,EMA10_MU_L01d,EMA30_MU_L01d,EMA60_MU_L01d,EMA100_MU_L01d,Short12_MU_L01d,Long26_MU_L01d,MACD_MU_L01d,SIGNAL9_MU_L01d,Ret5/10_MU_L01d,Ret10/30_MU_L01d,Ret30/60_MU_L01d,Ret30/100_MU_L01d,Emaret5/10_MU_L01d,Emaret10/30_MU_L01d,Emaret30/60_MU_L01d,Emaret30/100_MU_L01d,RetMACD_MU_L01d,DayRange_MU_L01d,average20r_MU_L01d,PRVHI_MU_L01d,HitLevel_MU_L01d,hitlevel_2_MU_L01d,hitlevel_1.8_MU_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,85.22000122070312,85.81999969482422,84.04000091552734,84.81999969482422,84.81999969482422,15077700.0,1.8491846038669528,1.8903452321759693,1.6445492455450204,2.644191388639797,2.042074256297516,83.6979995727539,83.53099899291992,81.8043332417806,77.45550015767415,74.03300010681153,83.90900029329853,83.67649637574885,81.78376106118061,78.57887154525758,75.51856692728538,83.5767914191959,82.25073584739683,1.326055571799074,1.641821243671139,3.171424724221493,3.171424724221493,3.171424724221493,3.171424724221493,-3.171424724221493,3.171424724221493,3.171424724221493,3.171424724221493,-3.171424724221493,2.1699981689453125,1.82449951171875,85.81999969482422,80.07380226135254,80.42800216674804,80.78220207214355,1.0,1.0561462139583844,-1.8491846038669528,1.0,1.8491846038669528,1.040785639356976,1.0,1.8491846038669528,0.6219478864542387,-1.0,-1.8491846038669528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8491846038669528,1
2024-01-19,86.05999755859375,87.79000091552734,85.62000274658203,87.51000213623047,87.51000213623047,17971200.0,3.171424724221493,2.222504286292034,1.8778254913823136,2.7235819990411936,2.0691680599011284,84.52200012207031,84.0109992980957,82.26499989827474,77.7993335723877,74.2709001159668,85.10933424094252,84.37349742310914,82.15319596924836,78.87169549905997,75.75602108983875,84.18190076027814,82.64031112805118,1.5415896322269589,1.6217749213823032,1.9769119932666737,1.9769119932666737,1.9769119932666737,1.9769119932666737,-1.9769119932666737,1.9769119932666737,1.9769119932666737,1.9769119932666737,-1.9769119932666737,1.9399948120117188,1.771998977661133,87.79000091552734,81.80610076904297,82.17100067138672,82.53590057373047,1.0,1.057399801782775,-3.171424724221493,1.0,3.171424724221493,1.0416055525296462,1.0,3.171424724221493,0.6894690492312627,-1.0,-3.171424724221493,1.0,0.0,1.0,0.933835208,0.467472564,0.997045696,0.5306091385,3.171424724221493,1
2024-01-22,88.2699966430664,89.94999694824219,88.01000213623047,89.23999786376953,89.23999786376953,14371200.0,1.9769119932666737,1.8661231519423411,1.928384151247336,2.519784506647935,2.0714435755694405,85.89199981689453,84.58999938964844,82.80199991861979,78.15216687520345,74.51020011901855,86.4862221152182,85.25831568504739,82.61040899470134,79.21163983888651,76.02303053090668,84.96006954543066,83.12917681217846,1.830892733252199,1.6635984837562825,-1.916180104669072,-1.916180104669072,-1.916180104669072,-1.916180104669072,1.916180104669072,-1.916180104669072,-1.916180104669072,-1.916180104669072,-1.916180104669072,2.3000030517578125,1.7414993286132812,89.94999694824219,83.89160316467284,84.24600296020508,84.6004027557373,0.0,1.0594971736463992,-1.9769119932666737,1.0,1.9769119932666737,1.0429074459603134,1.0,1.9769119932666737,0.7652972490939958,-1.0,-1.9769119932666737,0.0,0.0,1.0,0.006709782,0.006709782,0.609220982,0.609220982,1.9769119932666737,1
2024-01-23,89.0,89.18000030517578,86.87999725341797,87.52999877929688,87.52999877929688,16850900.0,-1.916180104669072,2.294835091988771,2.045389654505433,1.75048904876912,2.063163713106966,86.47599945068359,84.8479995727539,83.26466649373373,78.5026668548584,74.71870010375977,86.83414766991109,85.67134897491094,82.92780188403009,79.48437291889996,76.25089128830055,85.35544327371777,83.4551636245576,1.9002796491601688,1.71093471683706,0.6283594875222397,0.6283594875222397,0.6283594875222397,0.6283594875222397,-0.6283594875222397,0.6283594875222397,0.6283594875222397,0.6283594875222397,0.6283594875222397,1.959999084472656,1.745999526977539,89.18000030517578,86.11869842529296,86.46699829101563,86.81529815673828,1.0,1.0606603549874256,-1.916180104669072,1.0,-1.916180104669072,1.043322087583726,1.0,-1.916180104669072,1.1684675525069275,1.0,1.916180104669072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.916180104669072,1
2024-01-24,88.41000366210938,88.56999969482422,86.61000061035156,88.08000183105469,88.08000183105469,19752800.0,0.6283594875222397,1.9321002123638045,1.890137708632068,1.7373721125749853,2.013099041329863,87.43600006103516,85.3229995727539,83.70199991861979,78.89516690572103,74.9186001586914,87.2494323902923,86.10928585784616,83.26020188061233,79.76619681765914,76.48513110102836,85.77460612869268,83.79774423244628,1.9768618962464048,1.764120152718929,1.2715657287743372,1.2715657287743372,1.2715657287743372,1.2715657287743372,-1.2715657287743372,1.2715657287743372,1.2715657287743372,1.2715657287743372,1.2715657287743372,1.5400009155273438,1.7509994506835938,88.56999969482422,85.33880134582519,85.6880012512207,86.0372011566162,1.0,1.0609268374911087,0.6283594875222397,1.0,0.6283594875222397,1.0438030795292934,1.0,0.6283594875222397,1.0879291171714887,1.0,0.6283594875222397,0.0,0.0,1.0,0.110320754,0.110320754,0.885462344,0.885462344,0.6283594875222397,1
2024-01-25,89.1500015258789,90.04000091552734,88.5,89.19999694824219,89.19999694824219,15892400.0,1.2715657287743372,1.8961753790234783,1.7990958935325727,1.7529728778130065,2.0093134560340955,88.31199951171875,86.00499954223633,84.08233311971028,79.28766682942708,75.11120010375977,87.8996205762756,86.67123332882726,83.64341446562071,80.07550173997333,76.73691062275536,86.30158933170028,84.19791110028302,2.103678231417262,1.832031768458596,-1.2892308697629806,-1.2892308697629806,-1.2892308697629806,-1.2892308697629806,1.2892308697629806,-1.2892308697629806,-1.2892308697629806,-1.2892308697629806,-1.2892308697629806,2.209999084472656,1.7979995727539062,90.04000091552734,84.71780090332031,85.06800079345703,85.41820068359375,0.0,1.0604717793070901,1.2715657287743372,1.0,1.2715657287743372,1.0445568575671664,1.0,1.2715657287743372,1.0263113116599436,1.0,1.2715657287743372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2715657287743372,1
2024-01-26,87.23999786376953,88.5,86.29000091552734,88.05000305175781,88.05000305175781,14934500.0,-1.2892308697629806,1.6705983859465694,1.9075054181529385,1.777458543911265,2.022942235155264,88.41999969482421,86.47099990844727,84.4119997660319,79.65400021870931,75.28780014038085,87.949748068103,86.92191873299645,83.92771050343602,80.3369607993761,76.96093225501284,86.57057605786298,84.48325124483671,2.087324813026271,1.883090377372131,1.1584288560067724,1.1584288560067724,1.1584288560067724,1.1584288560067724,-1.1584288560067724,1.1584288560067724,1.1584288560067724,1.1584288560067724,1.1584288560067724,1.5500030517578125,1.829999542236328,88.5,86.08440185546876,86.44400177001953,86.80360168457031,1.0,1.0597333408775247,-1.2892308697629806,1.0,-1.2892308697629806,1.0446961108352981,1.0,-1.2892308697629806,1.0731645048415632,1.0,-1.2892308697629806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2892308697629806,1
2024-01-29,88.5,89.56999969482422,88.0199966430664,89.06999969482422,89.06999969482422,12108100.0,1.1584288560067724,1.4733643257158455,1.808850694507,1.780628642572946,2.022641200076251,88.38600006103516,87.13899993896484,84.72133305867513,80.02400016784668,75.47560012817382,88.32316527701008,87.31247890787422,84.2594710964288,80.62328994348914,77.20071576867247,86.95510277124163,84.82301038928023,2.1320923819613995,1.932890778289985,-3.2670888544798564,-3.2670888544798564,-3.2670888544798564,-3.2670888544798564,3.2670888544798564,-3.2670888544798564,-3.2670888544798564,-3.2670888544798564,-3.2670888544798564,3.029998779296875,1.9259994506835936,89.56999969482422,84.47400100708008,84.84000091552734,85.2060008239746,0.0,1.058699051296811,1.1584288560067724,1.0,1.1584288560067724,1.0451008778665365,1.0,1.1584288560067724,1.0158494877928472,1.0,1.1584288560067724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1584288560067724,1
2024-01-30,88.08000183105469,88.79000091552734,85.76000213623047,86.16000366210938,86.16000366210938,12980400.0,-3.2670888544798564,1.9519783594036075,2.076678502345384,1.932648923990541,2.033353700061052,88.11200103759765,87.29400024414062,84.85366643269857,80.30333353678385,75.63310012817382,87.60211140537652,87.10293795409879,84.38208610066627,80.80482154082095,77.37812741012667,86.83277983137512,84.92204692800831,1.9107329033668063,1.9284592033053491,-0.4758630973569497,-0.4758630973569497,-0.4758630973569497,-0.4758630973569497,0.4758630973569497,-0.4758630973569497,-0.4758630973569497,-0.4758630973569497,0.4758630973569497,2.1299972534179688,1.9159992218017576,88.79000091552734,85.3328009033203,85.71800079345704,86.10320068359376,0.0,1.0566643088836454,-3.2670888544798564,1.0,-3.2670888544798564,1.0442704345066607,1.0,-3.2670888544798564,1.074524439781567,1.0,-3.2670888544798564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.2670888544798564,1
2024-01-31,84.95999908447266,86.91999816894531,84.79000091552734,85.75,85.75,11396700.0,-0.4758630973569497,1.881953214023766,2.000216274371882,1.7468078414886037,2.030939951700978,87.64600067138672,87.54100036621094,84.99833297729492,80.55850016276041,75.791900100708,86.98474093691769,86.85694923517174,84.47033861030071,80.96695853948256,77.54390706537168,86.66619831885588,84.98337678519287,1.6828215336630024,1.87933166937688,-0.1632645943422011,-0.1632645943422011,-0.1632645943422011,-0.1632645943422011,0.1632645943422011,-0.1632645943422011,-0.1632645943422011,-0.1632645943422011,0.1632645943422011,1.5699996948242188,1.893999481201172,86.91999816894531,84.57480262756347,84.95800247192383,85.34120231628418,0.0,1.0551131513814715,0.4758630973569497,1.0,-0.4758630973569497,1.0432692561757742,1.0,-0.4758630973569497,1.1450694385865177,1.0,-0.4758630973569497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4758630973569497,1
2024-02-01,86.06999969482422,86.19000244140625,84.62000274658203,85.61000061035156,85.61000061035156,10459000.0,-0.1632645943422011,1.6333661926819307,1.928174293184955,1.7474972450212567,2.0009091146907743,86.9280014038086,87.62000045776367,85.13333307902018,80.77566680908203,75.94620010375976,86.52649416139565,86.63023130338625,84.54386519094916,81.11918942705204,77.70363169002475,86.50370636370135,85.02979336483425,1.4739129988671067,1.7982479352749254,-1.0162396219827086,1.0162396219827086,1.0162396219827086,1.0162396219827086,-1.0162396219827086,-1.0162396219827086,1.0162396219827086,1.0162396219827086,-1.0162396219827086,1.6699981689453125,1.894999313354492,86.19000244140625,82.75319931030273,83.13199920654297,83.51079910278321,1.0,1.0539477597905536,0.1632645943422011,1.0,-0.1632645943422011,1.0422178252530103,1.0,-0.1632645943422011,1.103391892993514,1.0,-0.1632645943422011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1632645943422011,1
2024-02-02,85.06999969482422,86.61000061035156,84.94000244140625,86.4800033569336,86.4800033569336,10449400.0,1.0162396219827086,1.781994615556183,1.6479968870735169,1.755331363858774,2.0029628072144203,86.61400146484375,87.51700057983399,85.2769999186198,81.0016668955485,76.11070014953613,86.51099722657497,86.60291713130394,84.6687773306901,81.2949538181957,77.87742122798333,86.50005974727554,85.13721632721199,1.3628434200635553,1.7111670322326515,-0.578168340184173,0.578168340184173,0.578168340184173,0.578168340184173,-0.578168340184173,-0.578168340184173,0.578168340184173,0.578168340184173,-0.578168340184173,1.6100006103515625,1.84949951171875,86.61000061035156,82.02100395202636,82.40000381469727,82.77900367736817,1.0,1.0527808029998238,-1.0162396219827086,1.0,1.0162396219827086,1.0415010201007,1.0,1.0162396219827086,0.9388522993463172,-1.0,1.0162396219827086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0162396219827086,1
2024-02-05,86.73999786376953,87.22000122070312,85.61000061035156,86.9800033569336,86.9800033569336,8409300.0,0.578168340184173,1.6751940493055442,1.5046935878888714,1.7505169537020349,2.0023123383944657,86.19600219726563,87.29100112915039,85.5533332824707,81.2380002339681,76.27740020751953,86.66733260336119,86.6714782632366,84.81788868722195,81.48134888503955,78.05767037905166,86.57389722568448,85.27371907015433,1.3001781555301477,1.6289692568921508,2.736266717587771,-2.736266717587771,-2.736266717587771,-2.736266717587771,2.736266717587771,2.736266717587771,-2.736266717587771,-2.736266717587771,2.736266717587771,3.470001220703125,1.938999557495117,87.22000122070312,82.54110168457031,82.91100158691407,83.28090148925781,0.0,1.0531196365749318,-0.578168340184173,1.0,0.578168340184173,1.0409485096631115,1.0,0.578168340184173,0.8595709882767543,-1.0,-0.578168340184173,0.0,1.0,1.0,0.066141114,0.0395336535,0.932323515,0.712479919,0.578168340184173,1
2024-02-06,86.83000183105469,87.19000244140625,83.72000122070312,84.5999984741211,84.5999984741211,12990300.0,-2.736266717587771,1.4554119364362323,1.6235004622472982,1.8276049730148096,2.0366749068322734,85.88400115966797,86.99800109863281,85.52399978637695,81.44333356221517,76.41490020751954,85.97822122694782,86.2948455743065,84.80383125411868,81.58359969123894,78.18722143043917,86.27022049467473,85.22381384081854,1.0464066538561951,1.51245673628496,-0.673758516672527,0.673758516672527,0.673758516672527,0.673758516672527,-0.673758516672527,-0.673758516672527,0.673758516672527,0.673758516672527,-0.673758516672527,2.80999755859375,2.014999389648437,87.19000244140625,82.95420219421386,83.3420021057129,83.72980201721191,1.0,1.050104361470476,2.736266717587771,1.0,-2.736266717587771,1.0394715552521219,1.0,-2.736266717587771,0.8883213200986089,-1.0,2.736266717587771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.736266717587771,1
2024-02-07,84.13999938964844,85.27999877929688,82.47000122070312,85.16999816894531,85.16999816894531,16374800.0,0.673758516672527,1.521106398704511,1.6265322619570823,1.7766249563361258,2.027819530933556,85.76800079345703,86.70700073242188,85.47999979654948,81.63666687011718,76.54870018005371,85.70881354094699,86.09032786424083,84.82745492604299,81.70118652657357,78.32549423714225,86.10095552148559,85.21982749475384,0.8811280267317443,1.386190994374317,0.3404965618903628,-0.3404965618903628,-0.3404965618903628,-0.3404965618903628,0.3404965618903628,0.3404965618903628,-0.3404965618903628,-0.3404965618903628,0.3404965618903628,1.5,2.021999740600586,85.27999877929688,82.75700378417969,83.16000366210938,83.56300354003906,0.0,1.047078513537881,-0.673758516672527,1.0,0.673758516672527,1.0382646633712302,1.0,0.673758516672527,0.9155180760892976,-1.0,-0.673758516672527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.673758516672527,1
2024-02-08,85.51000213623047,86.02999877929688,84.52999877929688,84.87999725341797,84.87999725341797,12524500.0,-0.3404965618903628,1.5242457018887017,1.527783835134324,1.7555484138846225,2.0090679857299683,85.62200012207032,86.27500076293946,85.40733311971029,81.79533348083496,76.6987001800537,85.432541445104,85.87026775318212,84.83084475361558,81.80540982909305,78.4552863760784,85.91311578793673,85.19465488428452,0.7184609036522147,1.2526449762298966,-0.8011313939438174,0.8011313939438174,0.8011313939438174,0.8011313939438174,-0.8011313939438174,-0.8011313939438174,0.8011313939438174,0.8011313939438174,-0.8011313939438174,1.660003662109375,2.0235000610351563,86.02999877929688,80.83159934997559,81.2359992980957,81.64039924621582,1.0,1.0441589939812599,0.3404965618903628,1.0,-0.3404965618903628,1.0369833111385083,1.0,-0.3404965618903628,0.8702601552034056,-1.0,0.3404965618903628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3404965618903628,1
2024-02-09,85.05999755859375,85.62000274658203,83.95999908447266,85.55999755859375,85.55999755859375,12161500.0,0.8011313939438174,1.4852221837179946,1.5483203500128653,1.744559595688819,2.0062118736340078,85.43799896240235,86.02600021362305,85.3706662495931,81.97500012715658,76.84930015563965,85.47502681626725,85.81385499052969,84.8778868700658,81.92851106612585,78.59597372622721,85.85878990649935,85.22171730460371,0.637072601895639,1.129530501363045,-0.1636271547957469,0.1636271547957469,0.1636271547957469,0.1636271547957469,-0.1636271547957469,-0.1636271547957469,0.1636271547957469,0.1636271547957469,-0.1636271547957469,1.5200042724609375,2.032500076293945,85.62000274658203,81.57829864501953,81.98299865722656,82.38769866943359,1.0,1.04142319142628,-0.8011313939438174,1.0,0.8011313939438174,1.0359993824562423,1.0,0.8011313939438174,0.8875135901571359,-1.0,-0.8011313939438174,1.0,0.0,1.0,0.758152306,0.379732612,0.995586634,0.5419014990000001,0.8011313939438174,1
